Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	FBbt:00003684	IAO:0000115	Bilaterally paired neuropil structure situated postero-dorsally in the protocerebrum that functions in olfactory associative learning and memory. The mushroom body is divided into: the calyx, which is closest to the cortex and receives sensory interneuron afferents; the pedunculus, which is a thick axon bundle extending from the calyx to the base of the lobes; and the mushroom body lobe system, which consists of a vertical branch composed of two intertwined lobes (alpha and alpha') and a medial branch consisting of three parallel lobes (beta, beta' and gamma).	
ERROR	duplicate_definition	FBbt:00005801	IAO:0000115	Bilaterally paired neuropil structure situated postero-dorsally in the protocerebrum that functions in olfactory associative learning and memory. The mushroom body is divided into: the calyx, which is closest to the cortex and receives sensory interneuron afferents; the pedunculus, which is a thick axon bundle extending from the calyx to the base of the lobes; and the mushroom body lobe system, which consists of a vertical branch composed of two intertwined lobes (alpha and alpha') and a medial branch consisting of three parallel lobes (beta, beta' and gamma).	
ERROR	duplicate_definition	FBbt:00004262	IAO:0000115	Any one of a row of 3 campaniform sensilla located laterally distally on the trochanter.	
ERROR	duplicate_definition	FBbt:00004429	IAO:0000115	Any one of a row of 3 campaniform sensilla located laterally distally on the trochanter.	
ERROR	duplicate_definition	FBbt:00004263	IAO:0000115	Any one of 5 medially located prothoracic trochanter sensillum campaniformium Sc13. These are located in hairy cuticle.	
ERROR	duplicate_definition	FBbt:00004372	IAO:0000115	Any one of 5 medially located prothoracic trochanter sensillum campaniformium Sc13. These are located in hairy cuticle.	
ERROR	duplicate_definition	FBbt:00004555	IAO:0000115	Anterior and major portion of the thoracic episternum.	
ERROR	duplicate_definition	FBbt:00004567	IAO:0000115	Anterior and major portion of the thoracic episternum.	
ERROR	duplicate_definition	FBbt:00110666	IAO:0000115	An olfactory basiconic sensillum of the lateral surface of the antenna, innervated by 3 ORNs.	
ERROR	duplicate_definition	FBbt:00110667	IAO:0000115	An olfactory basiconic sensillum of the lateral surface of the antenna, innervated by 3 ORNs.	
ERROR	duplicate_definition	FBbt:00007480	IAO:0000115	Air sac tracheoblast that is not at the tip or leading edge of an air sac primordium.	
ERROR	duplicate_definition	FBbt:00007481	IAO:0000115	Air sac tracheoblast that is not at the tip or leading edge of an air sac primordium.	
ERROR	duplicate_definition	FBbt:00007479	IAO:0000115	Air sac tracheoblast at the tip (leading edge) of the developing air sac primordium. It forms extensive filopodia.	
ERROR	duplicate_definition	FBbt:00007489	IAO:0000115	Air sac tracheoblast at the tip (leading edge) of the developing air sac primordium. It forms extensive filopodia.	
ERROR	duplicate_definition	FBbt:00050059	IAO:0000115	A type II centromedial neuroblast of the posterior deutocerebrum.	
ERROR	duplicate_definition	FBbt:00100568	IAO:0000115	A type II centromedial neuroblast of the posterior deutocerebrum.	
ERROR	duplicate_definition	FBbt:00100571	IAO:0000115	A type II centromedial neuroblast of the posterior deutocerebrum.	
ERROR	duplicate_definition	FBbt:00000476	IAO:0000115	A laterally located hypodermal muscle of the embryonic/larval musculature that runs from a dorsal posterior muscle attachment site to a ventral anterior one.	
ERROR	duplicate_definition	FBbt:00000477	IAO:0000115	A laterally located hypodermal muscle of the embryonic/larval musculature that runs from a dorsal posterior muscle attachment site to a ventral anterior one.	
ERROR	duplicate_definition	FBbt:00002799	IAO:0000115	A dorsal, mono-innervated campaniform sensillum of larval abdominal segments 1-7.	
ERROR	duplicate_definition	FBbt:00002807	IAO:0000115	A dorsal, mono-innervated campaniform sensillum of larval abdominal segments 1-7.	
ERROR	duplicate_definition	FBbt:00046005	IAO:0000115	A compartment boundary that divides the metathoracic leg disc into dorsal and ventral compartments.	
ERROR	duplicate_definition	FBbt:00046006	IAO:0000115	A compartment boundary that divides the metathoracic leg disc into dorsal and ventral compartments.	
ERROR	duplicate_definition	FBbt:00110508	IAO:0000115	A clone of neurons in the adult female brain that expresses fruitless, all of which develop from neuroblast DM6.	
ERROR	duplicate_definition	FBbt:00110622	IAO:0000115	A clone of neurons in the adult female brain that expresses fruitless, all of which develop from neuroblast DM6.	
ERROR	duplicate_definition	FBbt:00110500	IAO:0000115	A clone of neurons in the adult female brain that expresses fruitless, all of which develop from neuroblast DM2.	
ERROR	duplicate_definition	FBbt:00110616	IAO:0000115	A clone of neurons in the adult female brain that expresses fruitless, all of which develop from neuroblast DM2.	
ERROR	duplicate_definition	FBbt:00110512	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior subesophageal ganglion.	
ERROR	duplicate_definition	FBbt:00110514	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior subesophageal ganglion.	
ERROR	duplicate_definition	FBbt:00110516	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior subesophageal ganglion.	
ERROR	duplicate_definition	FBbt:00110518	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior subesophageal ganglion.	
ERROR	duplicate_definition	FBbt:00110520	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior subesophageal ganglion.	
ERROR	duplicate_definition	FBbt:00110504	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior medial protocerebrum.	
ERROR	duplicate_definition	FBbt:00110510	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior medial protocerebrum.	
ERROR	duplicate_definition	FBbt:00110488	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior inferior protocerebrum.	
ERROR	duplicate_definition	FBbt:00110494	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior inferior protocerebrum.	
ERROR	duplicate_definition	FBbt:00110496	IAO:0000115	A clone of neurons in the adult brain that expresses fruitless, whose cell bodies are located in the posterior inferior protocerebrum.	
