defined_class	class_label	muscle
FBbt:00000720	abdominal 2 lateral transverse muscle cell	FBbt:00058536
FBbt:00000724	muscle cell of abdominal 2 lateral transverse muscle 4	FBbt:00058540
FBbt:00000723	muscle cell of abdominal 2 lateral transverse muscle 3	FBbt:00058539
FBbt:00000722	muscle cell of abdominal 2 lateral transverse muscle 2	FBbt:00058538
FBbt:00000721	muscle cell of abdominal 2 lateral transverse muscle 1	FBbt:00058537
FBbt:00000719	muscle cell of abdominal 2 dorsal transverse muscle 1	FBbt:00058535
FBbt:00000692	abdominal 2 oblique muscle cell	FBbt:00058511
FBbt:00000700	muscle cell of abdominal 2 lateral oblique muscle 1	FBbt:00058518
FBbt:00000716	abdominal 2 segment border muscle cell	FBbt:00058533
FBbt:00000607	A1-7 oblique muscle cell	FBbt:00058435
FBbt:00000872	abdominal 6 oblique muscle cell	FBbt:00058679
FBbt:00000880	muscle cell of abdominal 6 lateral oblique muscle 1	FBbt:00058686
FBbt:00000737	abdominal 3 oblique muscle cell	FBbt:00058553
FBbt:00000745	muscle cell of abdominal 3 lateral oblique muscle 1	FBbt:00058560
FBbt:00000827	abdominal 5 oblique muscle cell	FBbt:00058637
FBbt:00000835	muscle cell of abdominal 5 lateral oblique muscle 1	FBbt:00058644
FBbt:00000656	abdominal 1 oblique muscle cell	FBbt:00058478
FBbt:00000664	muscle cell of abdominal 1 lateral oblique muscle 1	FBbt:00058485
FBbt:00000615	muscle cell of A1-7 lateral oblique muscle 1	FBbt:00058442
FBbt:00000623	A1-7 transverse muscle cell	FBbt:00058450
FBbt:00000625	muscle cell of A1-7 dorsal transverse muscle 1	FBbt:00058451
FBbt:00000854	muscle cell of abdominal 5 dorsal transverse muscle 1	FBbt:00058661
FBbt:00000673	muscle cell of abdominal 1 dorsal transverse muscle 1	FBbt:00058493
FBbt:00000764	muscle cell of abdominal 3 dorsal transverse muscle 1	FBbt:00058577
FBbt:00000899	muscle cell of abdominal 6 dorsal transverse muscle 1	FBbt:00058703
FBbt:00000897	abdominal 6 transverse muscle cell	FBbt:00058702
FBbt:00000905	abdominal 6 ventral transverse muscle cell	FBbt:00058709
FBbt:00000900	abdominal 6 lateral transverse muscle cell	FBbt:00058704
FBbt:00000904	muscle cell of abdominal 6 lateral transverse muscle 4	FBbt:00058708
FBbt:00000903	muscle cell of abdominal 6 lateral transverse muscle 3	FBbt:00058707
FBbt:00000902	muscle cell of abdominal 6 lateral transverse muscle 2	FBbt:00058706
FBbt:00000901	muscle cell of abdominal 6 lateral transverse muscle 1	FBbt:00058705
FBbt:00000852	abdominal 5 transverse muscle cell	FBbt:00058660
FBbt:00000860	abdominal 5 ventral transverse muscle cell	FBbt:00058667
FBbt:00000855	abdominal 5 lateral transverse muscle cell	FBbt:00058662
FBbt:00000859	muscle cell of abdominal 5 lateral transverse muscle 4	FBbt:00058666
FBbt:00000858	muscle cell of abdominal 5 lateral transverse muscle 3	FBbt:00058665
FBbt:00000857	muscle cell of abdominal 5 lateral transverse muscle 2	FBbt:00058664
FBbt:00000856	muscle cell of abdominal 5 lateral transverse muscle 1	FBbt:00058663
FBbt:00000631	A1-7 ventral transverse muscle cell	FBbt:00058457
FBbt:00000770	abdominal 3 ventral transverse muscle cell	FBbt:00058583
FBbt:00000626	A1-7 lateral transverse muscle cell	FBbt:00058452
FBbt:00000765	abdominal 3 lateral transverse muscle cell	FBbt:00058578
FBbt:00000769	muscle cell of abdominal 3 lateral transverse muscle 4	FBbt:00058582
FBbt:00000768	muscle cell of abdominal 3 lateral transverse muscle 3	FBbt:00058581
FBbt:00000767	muscle cell of abdominal 3 lateral transverse muscle 2	FBbt:00058580
FBbt:00000766	muscle cell of abdominal 3 lateral transverse muscle 1	FBbt:00058579
FBbt:00000630	muscle cell of A1-7 lateral transverse muscle 4	FBbt:00058456
FBbt:00000678	muscle cell of abdominal 1 lateral transverse muscle 4	FBbt:00058498
FBbt:00000628	muscle cell of A1-7 lateral transverse muscle 2	FBbt:00058454
FBbt:00000676	muscle cell of abdominal 1 lateral transverse muscle 2	FBbt:00058496
FBbt:00000674	abdominal 1 lateral transverse muscle cell	FBbt:00058494
FBbt:00000677	muscle cell of abdominal 1 lateral transverse muscle 3	FBbt:00058497
FBbt:00000675	muscle cell of abdominal 1 lateral transverse muscle 1	FBbt:00058495
FBbt:00000627	muscle cell of A1-7 lateral transverse muscle 1	FBbt:00058453
FBbt:00000629	muscle cell of A1-7 lateral transverse muscle 3	FBbt:00058455
FBbt:00000671	abdominal 1 transverse muscle cell	FBbt:00058492
FBbt:00000762	abdominal 3 transverse muscle cell	FBbt:00058576
FBbt:00000817	hypodermal muscle cell of larval abdominal 5	FBbt:00058627
FBbt:00000851	abdominal 5 segment border muscle cell	FBbt:00058659
FBbt:00000862	hypodermal muscle cell of larval abdominal 6	FBbt:00058669
FBbt:00000896	abdominal 6 segment border muscle cell	FBbt:00058701
FBbt:00110213	SN innervated muscle cell of A1-7	FBbt:00059128
FBbt:00000606	A1-7 segment border muscle cell	FBbt:00058434
FBbt:00000761	abdominal 3 segment border muscle cell	FBbt:00058575
FBbt:00000655	abdominal 1 segment border muscle cell	FBbt:00058477
FBbt:00000727	hypodermal muscle cell of larval abdominal 3	FBbt:00058543
FBbt:00000637	hypodermal muscle cell of larval abdominal 1	FBbt:00058460
FBbt:00110215	ISN innervated muscle cell of A1-7	FBbt:00059129
FBbt:00000952	hypodermal muscle cell of larval abdominal 8	FBbt:00058753
FBbt:00007590	muscle cell of abdominal 8 ventral acute muscle 1	FBbt:00059036
FBbt:00000960	abdominal 8 transverse muscle cell	FBbt:00058761
FBbt:00000965	abdominal 8 ventral transverse muscle cell	FBbt:00058765
FBbt:00000967	muscle cell of abdominal 8 ventral transverse muscle 2	FBbt:00058767
FBbt:00000966	muscle cell of abdominal 8 ventral transverse muscle 1	FBbt:00058766
FBbt:00000963	abdominal 8 lateral transverse muscle cell	FBbt:00058763
FBbt:00000964	muscle cell of abdominal 8 lateral transverse muscle 1	FBbt:00058764
FBbt:00000962	muscle cell of abdominal 8 dorsal transverse muscle 1	FBbt:00058762
FBbt:00000953	abdominal 8 oblique muscle cell	FBbt:00058754
FBbt:00001000	gut suspension muscle cell	FBbt:00058779
FBbt:00001004	muscle cell of gut suspension muscle 4	FBbt:00058783
FBbt:00001003	muscle cell of gut suspension muscle 3	FBbt:00058782
FBbt:00001002	muscle cell of gut suspension muscle 2	FBbt:00058781
FBbt:00001001	muscle cell of gut suspension muscle 1	FBbt:00058780
FBbt:00000974	hypodermal muscle cell of larval abdominal 9	FBbt:00058774
FBbt:00000997	terminal oblique muscle cell	FBbt:00058776
FBbt:00000999	muscle cell of terminal oblique muscle 2	FBbt:00058778
FBbt:00000998	muscle cell of terminal oblique muscle 1	FBbt:00058777
FBbt:00000552	hypodermal muscle cell of metathorax	FBbt:00058383
FBbt:00000574	metathoracic transverse muscle cell	FBbt:00058405
FBbt:00000575	metathoracic lateral transverse muscle cell	FBbt:00058406
FBbt:00000579	muscle cell of metathoracic lateral transverse muscle 4	FBbt:00058410
FBbt:00000578	muscle cell of metathoracic lateral transverse muscle 3	FBbt:00058409
FBbt:00000577	muscle cell of metathoracic lateral transverse muscle 2	FBbt:00058408
FBbt:00000576	muscle cell of metathoracic lateral transverse muscle 1	FBbt:00058407
FBbt:00000573	metathoracic segment border muscle cell	FBbt:00058404
FBbt:00000561	metathoracic oblique muscle cell	FBbt:00058392
FBbt:00000567	metathoracic lateral oblique muscle cell	FBbt:00058398
FBbt:00000568	muscle cell of metathoracic lateral oblique muscle 1	FBbt:00058399
FBbt:00000553	metathoracic acute muscle cell	FBbt:00058384
FBbt:00000559	metathoracic ventral acute muscle cell	FBbt:00058390
FBbt:00000560	muscle cell of metathoracic ventral acute muscle 1	FBbt:00058391
FBbt:00000554	metathoracic dorsal acute muscle cell	FBbt:00058385
FBbt:00000558	muscle cell of metathoracic dorsal acute muscle 4	FBbt:00058389
FBbt:00000478	intersegmental muscle cell	FBbt:00058311
FBbt:00000479	ventral intersegmental muscle cell	FBbt:00058312
FBbt:00000474	acute muscle cell	FBbt:00058307
FBbt:00000521	mesothoracic acute muscle cell	FBbt:00058352
FBbt:00000522	mesothoracic dorsal acute muscle cell	FBbt:00058353
FBbt:00000526	muscle cell of mesothoracic dorsal acute muscle 4	FBbt:00058357
FBbt:00000477	ventral acute muscle cell	FBbt:00058310
FBbt:00110253	muscle cell of ventral acute muscle 1	FBbt:00059141
FBbt:00000476	lateral acute muscle cell	FBbt:00058309
FBbt:00000475	dorsal acute muscle cell	FBbt:00058308
FBbt:00000466	oblique muscle cell	FBbt:00058299
FBbt:00000527	mesothoracic oblique muscle cell	FBbt:00058358
FBbt:00000533	mesothoracic lateral oblique muscle cell	FBbt:00058364
FBbt:00000534	muscle cell of mesothoracic lateral oblique muscle 1	FBbt:00058365
FBbt:00000468	muscle cell of lateral oblique muscle 1	FBbt:00058301
FBbt:00000470	transverse muscle cell	FBbt:00058303
FBbt:00000473	ventral transverse muscle cell	FBbt:00058306
FBbt:00110280	muscle cell of ventral transverse muscle 1	FBbt:00059147
FBbt:00000471	dorsal transverse muscle cell	FBbt:00058304
FBbt:00000539	mesothoracic transverse muscle cell	FBbt:00058370
FBbt:00000540	mesothoracic lateral transverse muscle cell	FBbt:00058371
FBbt:00000544	muscle cell of mesothoracic lateral transverse muscle 4	FBbt:00058375
FBbt:00000543	muscle cell of mesothoracic lateral transverse muscle 3	FBbt:00058374
FBbt:00000542	muscle cell of mesothoracic lateral transverse muscle 2	FBbt:00058373
FBbt:00000541	muscle cell of mesothoracic lateral transverse muscle 1	FBbt:00058372
FBbt:00000472	lateral transverse muscle cell	FBbt:00058305
FBbt:00110271	muscle cell of lateral transverse muscle 4	FBbt:00059146
FBbt:00110265	muscle cell of lateral transverse muscle 2	FBbt:00059144
FBbt:00110262	muscle cell of lateral transverse muscle 1	FBbt:00059143
FBbt:00110268	muscle cell of lateral transverse muscle 3	FBbt:00059145
FBbt:00000520	hypodermal muscle cell of mesothorax	FBbt:00058351
FBbt:00000538	mesothoracic segment border muscle cell	FBbt:00058369
FBbt:00051428	larval external muscle cell	FBbt:00059095
FBbt:00000483	segment border muscle cell	FBbt:00058316
FBbt:00000410	anterior spiracle retractor muscle cell	FBbt:00058295
FBbt:00005086	tubular muscle cell	FBbt:00059029
FBbt:00005649	embryonic somatic muscle cell	FBbt:00059033
FBbt:00005651	embryonic hypodermal muscle cell	FBbt:00059034
FBbt:00005087	synchronous muscle cell	FBbt:00059030
FBbt:00013333	spiracular occlusor muscle cell	FBbt:00059064
FBbt:00005088	asynchronous muscle cell	FBbt:00059031
