defined_class	defined_class_label	parent	parent_label	soma_loc	soma_loc_label
FBbt:00001366	supraesophageal ganglion neuron	FBbt:00005106	neuron	FBbt:00003626	supraesophageal ganglion
FBbt:00001972	subesophageal zone neuron	FBbt:00005106	neuron	FBbt:00051068	subesophageal zone
FBbt:00001984	prothoracic neuron	FBbt:00005106	neuron	FBbt:00000017	prothoracic segment
FBbt:00001985	mesothoracic neuron	FBbt:00005106	neuron	FBbt:00000018	mesothoracic segment
FBbt:00001986	metathoracic neuron	FBbt:00005106	neuron	FBbt:00000019	metathoracic segment
FBbt:00001987	abdominal neuron	FBbt:00005106	neuron	FBbt:00000020	abdomen
FBbt:00001988	larval abdominal 1 neuron	FBbt:00005106	neuron	FBbt:00001748	larval abdominal segment 1
FBbt:00001989	larval abdominal 2 neuron	FBbt:00005106	neuron	FBbt:00001749	larval abdominal segment 2
FBbt:00001990	larval abdominal 3 neuron	FBbt:00005106	neuron	FBbt:00001750	larval abdominal segment 3
FBbt:00001991	larval abdominal 4 neuron	FBbt:00005106	neuron	FBbt:00001751	larval abdominal segment 4
FBbt:00001992	larval abdominal 5 neuron	FBbt:00005106	neuron	FBbt:00001752	larval abdominal segment 5
FBbt:00001993	larval abdominal 6 neuron	FBbt:00005106	neuron	FBbt:00001753	larval abdominal segment 6
FBbt:00001994	larval abdominal 7 neuron	FBbt:00005106	neuron	FBbt:00001754	larval abdominal segment 7
FBbt:00001995	larval abdominal 8 neuron	FBbt:00005106	neuron	FBbt:00001755	larval abdominal segment 8
FBbt:00002024	larval dorsal multidendritic neuron	FBbt:00005209	multidendritic neuron	FBbt:00007296	larval dorsal sensory cluster
FBbt:00002030	larval lateral multidendritic neuron	FBbt:00005209	multidendritic neuron	FBbt:00007297	larval lateral sensory cluster
FBbt:00002054	larval ventral cluster group multidendritic neuron	FBbt:00005209	multidendritic neuron	FBbt:00007295	larval ventral sensory cluster group
FBbt:00002271	abdominal V neuron	FBbt:00001590	V neuron	FBbt:00111264	cell body rind of larval abdominal neuromere
FBbt:00002272	abdominal 1 V neuron	FBbt:00001590	V neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00002273	abdominal 2 V neuron	FBbt:00001590	V neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00002274	abdominal 3 V neuron	FBbt:00001590	V neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00002275	abdominal 4 V neuron	FBbt:00001590	V neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00002276	abdominal 5 V neuron	FBbt:00001590	V neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00002277	abdominal 6 V neuron	FBbt:00001590	V neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00002278	abdominal 7 V neuron	FBbt:00001590	V neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00002288	abdominal 1 lateral ipsisegmental neuron	FBbt:00002287	abdominal lateral ipsisegmental neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00002289	abdominal 2 lateral ipsisegmental neuron	FBbt:00002287	abdominal lateral ipsisegmental neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00002290	abdominal 3 lateral ipsisegmental neuron	FBbt:00002287	abdominal lateral ipsisegmental neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00002291	abdominal 4 lateral ipsisegmental neuron	FBbt:00002287	abdominal lateral ipsisegmental neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00002292	abdominal 5 lateral ipsisegmental neuron	FBbt:00002287	abdominal lateral ipsisegmental neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00002293	abdominal 6 lateral ipsisegmental neuron	FBbt:00002287	abdominal lateral ipsisegmental neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00002294	abdominal 7 lateral ipsisegmental neuron	FBbt:00002287	abdominal lateral ipsisegmental neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00002296	abdominal 1 ventral intersegmental neuron	FBbt:00002295	abdominal ventral intersegmental neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00002297	abdominal 2 ventral intersegmental neuron	FBbt:00002295	abdominal ventral intersegmental neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00002298	abdominal 3 ventral intersegmental neuron	FBbt:00002295	abdominal ventral intersegmental neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00002299	abdominal 4 ventral intersegmental neuron	FBbt:00002295	abdominal ventral intersegmental neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00002300	abdominal 5 ventral intersegmental neuron	FBbt:00002295	abdominal ventral intersegmental neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00002301	abdominal 6 ventral intersegmental neuron	FBbt:00002295	abdominal ventral intersegmental neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00002302	abdominal 7 ventral intersegmental neuron	FBbt:00002295	abdominal ventral intersegmental neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00003702	adult optic lobe neuron	FBbt:00005106	neuron	FBbt:00003701	adult optic lobe
FBbt:00005134	larval serotonergic VNC neuron	FBbt:00005133	serotonergic neuron	FBbt:00111225	cell body rind of larval ventral nerve cord
FBbt:00005665	embryonic central brain neuron	FBbt:00005106	neuron	FBbt:00005662	embryonic central brain
FBbt:00047002	larval abdominal 1 A01j neuron	FBbt:00047001	larval A01j neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047004	larval abdominal 1 A05a neuron	FBbt:00047003	larval A05a neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047005	larval abdominal 2 A10e neuron	FBbt:00048702	larval A10e neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047006	larval abdominal 1 A08e1 local neuron	FBbt:00111653	larval A08e1 local neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047007	larval abdominal 1 A08e2 local neuron	FBbt:00111654	larval A08e2 local neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047016	larval abdominal 1 A01x2 neuron	FBbt:00047015	larval A01x2 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047018	larval abdominal 1 A14e neuron	FBbt:00047017	larval A14e neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047020	larval abdominal 1 A07f2 neuron	FBbt:00047019	larval A07f2 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047022	larval metathoracic T01d1 neuron	FBbt:00047021	larval T01d1 neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047024	larval metathoracic T01d2 neuron	FBbt:00047023	larval T01d2 neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047027	larval metathoracic eIN-3 neuron	FBbt:00111732	larval excitatory interneuron eIN-3	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047028	larval metathoracic T01d4 neuron	FBbt:00047026	larval T01d4 neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047319	adult serotonergic SE neuron	FBbt:00005133	serotonergic neuron	FBbt:00049781	cell body rind of adult subesophageal zone
FBbt:00047320	larval serotonergic SE neuron	FBbt:00005133	serotonergic neuron	FBbt:00047751	cell body rind of larval gnathal ganglion
FBbt:00047345	larval serotonergic thoracic neuron	FBbt:00005133	serotonergic neuron	FBbt:00111265	cell body rind of larval thoracic neuromere
FBbt:00047383	larval abdominal 1 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047384	larval abdominal 2 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047385	larval abdominal 3 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047386	larval abdominal 4 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047387	larval abdominal 5 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047388	larval abdominal 6 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00047389	larval abdominal 7 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00047390	larval abdominal 8 Basin-1 neuron	FBbt:00111227	larval Basin-1 neuron	FBbt:00051997	cell body rind of larval abdominal 8 neuromere
FBbt:00047391	larval abdominal 1 Basin-2 neuron	FBbt:00111229	larval Basin-2 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047392	larval abdominal 2 Basin-2 neuron	FBbt:00111229	larval Basin-2 neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047393	larval abdominal 3 Basin-2 neuron	FBbt:00111229	larval Basin-2 neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047394	larval abdominal 4 Basin-2 neuron	FBbt:00111229	larval Basin-2 neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047395	larval abdominal 5 Basin-2 neuron	FBbt:00111229	larval Basin-2 neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047396	larval abdominal 6 Basin-2 neuron	FBbt:00111229	larval Basin-2 neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00047397	larval abdominal 1 Basin-3 neuron	FBbt:00111228	larval Basin-3 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047398	larval abdominal 2 Basin-3 neuron	FBbt:00111228	larval Basin-3 neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047399	larval abdominal 3 Basin-3 neuron	FBbt:00111228	larval Basin-3 neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047400	larval abdominal 4 Basin-3 neuron	FBbt:00111228	larval Basin-3 neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047401	larval abdominal 1 Basin-4 neuron	FBbt:00111230	larval Basin-4 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047402	larval abdominal 2 Basin-4 neuron	FBbt:00111230	larval Basin-4 neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047403	larval abdominal 3 Basin-4 neuron	FBbt:00111230	larval Basin-4 neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047404	larval abdominal 4 Basin-4 neuron	FBbt:00111230	larval Basin-4 neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047405	larval abdominal 5 Basin-4 neuron	FBbt:00111230	larval Basin-4 neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047406	larval abdominal 6 Basin-4 neuron	FBbt:00111230	larval Basin-4 neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00047407	larval abdominal 7 Basin-4 neuron	FBbt:00111230	larval Basin-4 neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00047408	larval abdominal 1 Handle-A neuron	FBbt:00111242	larval Handle-A neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047409	larval abdominal 2 Handle-A neuron	FBbt:00111242	larval Handle-A neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047410	larval abdominal 3 Handle-A neuron	FBbt:00111242	larval Handle-A neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047411	larval abdominal 4 Handle-A neuron	FBbt:00111242	larval Handle-A neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047412	larval abdominal 1 Handle-B neuron	FBbt:00111243	larval Handle-B neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047413	larval abdominal 2 Handle-B neuron	FBbt:00111243	larval Handle-B neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047414	larval abdominal 3 Handle-B neuron	FBbt:00111243	larval Handle-B neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047415	larval abdominal 4 Handle-B neuron	FBbt:00111243	larval Handle-B neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047416	larval metathoracic Griddle-1 neuron	FBbt:00047196	larval Griddle-1 neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047417	larval abdominal 1 Griddle-1 neuron	FBbt:00047196	larval Griddle-1 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047418	larval abdominal 1 Griddle-2 neuron	FBbt:00047197	larval Griddle-2 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047419	larval abdominal 2 Griddle-2 neuron	FBbt:00047197	larval Griddle-2 neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047420	larval abdominal 3 Griddle-2 neuron	FBbt:00047197	larval Griddle-2 neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047421	larval abdominal 4 Griddle-2 neuron	FBbt:00047197	larval Griddle-2 neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047422	larval abdominal 5 Griddle-2 neuron	FBbt:00047197	larval Griddle-2 neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047423	larval abdominal 6 Griddle-2 neuron	FBbt:00047197	larval Griddle-2 neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00047424	larval abdominal 1 Ladder-a neuron	FBbt:00047199	larval Ladder-a neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047425	larval abdominal 1 Ladder-b neuron	FBbt:00047204	larval Ladder-b neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047426	larval abdominal 1 Ladder-c neuron	FBbt:00047205	larval Ladder-c neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047472	larval abdominal 1 Drunken-1 neuron	FBbt:00047195	larval Drunken-1 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047473	larval abdominal 2 Drunken-1 neuron	FBbt:00047195	larval Drunken-1 neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047474	larval abdominal 3 Drunken-1 neuron	FBbt:00047195	larval Drunken-1 neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047475	larval abdominal 4 Drunken-1 neuron	FBbt:00047195	larval Drunken-1 neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047476	larval abdominal 1 ladder-d neuron	FBbt:00047203	larval Ladder-d neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047477	larval abdominal 2 ladder-d neuron	FBbt:00047203	larval Ladder-d neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047478	larval abdominal 3 ladder-d neuron	FBbt:00047203	larval Ladder-d neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047479	larval abdominal 4 ladder-d neuron	FBbt:00047203	larval Ladder-d neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047480	larval abdominal 5 ladder-d neuron	FBbt:00047203	larval Ladder-d neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047481	larval abdominal 1 ladder-e neuron	FBbt:00047198	larval Ladder-e neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047482	larval abdominal 1 ladder-f neuron	FBbt:00047206	larval Ladder-f neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047483	larval abdominal 2 ladder-f neuron	FBbt:00047206	larval Ladder-f neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047484	larval metathoracic Griddle-2 neuron	FBbt:00047197	larval Griddle-2 neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047560	prothoracic VPM neuron	FBbt:00047556	larval octopaminergic VPM neuron	FBbt:00051987	cell body rind of larval prothoracic neuromere
FBbt:00047565	larval prothoracic VUM motor neuron	FBbt:00110181	larval VUM motor neuron	FBbt:00051987	cell body rind of larval prothoracic neuromere
FBbt:00047566	larval mesothoracic VUM motor neuron	FBbt:00110181	larval VUM motor neuron	FBbt:00051988	cell body rind of larval mesothoracic neuromere
FBbt:00047567	larval metathoracic VUM motor neuron	FBbt:00110181	larval VUM motor neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047568	larval mesothoracic VPM neuron	FBbt:00047556	larval octopaminergic VPM neuron	FBbt:00051988	cell body rind of larval mesothoracic neuromere
FBbt:00047569	metathoracic VPM neuron	FBbt:00047556	larval octopaminergic VPM neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047683	larval A00c-a3 neuron	FBbt:00047682	larval A00c neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047684	larval abdominal 3 Wave neuron	FBbt:00111249	larval Wave neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047685	larval abdominal 9 TePn04 neuron	FBbt:00111263	larval TePn04 neuron	FBbt:00051998	cell body rind of larval abdominal 9 neuromere
FBbt:00047686	larval abdominal 3 A10j neuron	FBbt:00111260	larval A10j neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047701	larval abdominal 1 A02n neuron	FBbt:00111247	larval A02n neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047727	larval abdominal 1 down and back neuron	FBbt:00047725	larval down and back neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047728	larval abdominal 2 down and back neuron	FBbt:00047725	larval down and back neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047729	larval abdominal 3 down and back neuron	FBbt:00047725	larval down and back neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047730	larval abdominal 4 down and back neuron	FBbt:00047725	larval down and back neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047731	larval abdominal 5 down and back neuron	FBbt:00047725	larval down and back neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047732	larval abdominal 6 down and back neuron	FBbt:00047725	larval down and back neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00047747	larval labial VPM neuron	FBbt:00047556	larval octopaminergic VPM neuron	FBbt:00047755	cell body rind of larval labial neuromere
FBbt:00047748	larval mandibular VPM neuron	FBbt:00047556	larval octopaminergic VPM neuron	FBbt:00047753	cell body rind of larval mandibular neuromere
FBbt:00047749	larval maxillary VPM neuron	FBbt:00047556	larval octopaminergic VPM neuron	FBbt:00047754	cell body rind of larval maxillary neuromere
FBbt:00047750	larval subesophageal VUM neuron	FBbt:00001592	larval VUM neuron	FBbt:00047751	cell body rind of larval gnathal ganglion
FBbt:00047752	larval mandibular VUM neuron	FBbt:00001592	larval VUM neuron	FBbt:00047753	cell body rind of larval mandibular neuromere
FBbt:00047756	larval maxillary VUM neuron	FBbt:00001592	larval VUM neuron	FBbt:00047754	cell body rind of larval maxillary neuromere
FBbt:00047757	larval labial VUM neuron	FBbt:00001592	larval VUM neuron	FBbt:00047755	cell body rind of larval labial neuromere
FBbt:00047770	larval abdominal 1 A02m neuron	FBbt:00111248	larval A02m neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047771	larval abdominal 3 A02m neuron	FBbt:00111248	larval A02m neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047772	larval abdominal 1 A03o1 neuron	FBbt:00111250	larval A03o1 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047773	larval abdominal 2 A05e neuron	FBbt:00111251	larval A05e neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047774	larval abdominal 1 A05e neuron	FBbt:00111251	larval A05e neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047775	larval abdominal 2 A14g neuron	FBbt:00111231	larval A14g neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047776	larval abdominal 1 A14g neuron	FBbt:00111231	larval A14g neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047777	larval abdominal 1 A08d neuron	FBbt:00111244	larval A08d neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047778	larval abdominal 2 A08m neuron	FBbt:00111252	larval A08m neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047779	larval abdominal 1 A08m neuron	FBbt:00111252	larval A08m neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047780	larval abdominal 1 A08x neuron	FBbt:00111258	larval A08x neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047781	larval abdominal 1 A08y neuron	FBbt:00111259	larval A08y neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047782	larval abdominal 1 A10a neuron	FBbt:00111253	larval A10a neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047783	larval abdominal 3 A10a neuron	FBbt:00111253	larval A10a neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047784	larval abdominal 2 A10f neuron	FBbt:00111254	larval A10f neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047785	larval abdominal 2 A10l neuron	FBbt:00111255	larval A10l neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047786	larval abdominal 1 A12m neuron	FBbt:00111256	larval A12m neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047787	larval abdominal 1 A01n neuron	FBbt:00111245	larval A01n neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047788	larval abdominal 1 A19c neuron	FBbt:00111257	larval A19c neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047789	larval abdominal 1 A23g neuron	FBbt:00111232	larval A23g neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047790	larval abdominal 2 A29b neuron	FBbt:00111246	larval A29b neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047791	larval metathoracic T05t neuron	FBbt:00111261	larval T05t neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047792	larval prothoracic T08x neuron	FBbt:00111262	larval T08x neuron	FBbt:00051987	cell body rind of larval prothoracic neuromere
FBbt:00047793	larval mesothoracic T08x neuron	FBbt:00111262	larval T08x neuron	FBbt:00051988	cell body rind of larval mesothoracic neuromere
FBbt:00047794	larval metathoracic T08x neuron	FBbt:00111262	larval T08x neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047795	larval abdominal 1 Wave neuron	FBbt:00111249	larval Wave neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047796	larval abdominal 2 Wave neuron	FBbt:00111249	larval Wave neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047797	larval abdominal 4 Wave neuron	FBbt:00111249	larval Wave neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047798	larval abdominal 5 Wave neuron	FBbt:00111249	larval Wave neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047799	larval abdominal 6 Wave neuron	FBbt:00111249	larval Wave neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00047801	larval abdominal 1 A03a5 neuron	FBbt:00047800	larval A03a5 neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047802	larval abdominal 2 A03a5 neuron	FBbt:00047800	larval A03a5 neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047803	larval abdominal 3 A03a5 neuron	FBbt:00047800	larval A03a5 neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047804	larval abdominal 4 A03a5 neuron	FBbt:00047800	larval A03a5 neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047820	larval abdominal 3 A02n neuron	FBbt:00111247	larval A02n neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047821	larval metathoracic down and back neuron	FBbt:00047725	larval down and back neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047822	larval abdominal 2 A10a neuron	FBbt:00111253	larval A10a neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00047824	larval metathoracic T10a neuron	FBbt:00047823	larval T10a neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00047826	larval abdominal 3 A09e neuron	FBbt:00047825	larval A09e neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047827	larval abdominal 4 A09e neuron	FBbt:00047825	larval A09e neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00047828	larval abdominal 5 A09e neuron	FBbt:00047825	larval A09e neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00047830	larval abdominal 3 A09o neuron	FBbt:00047829	larval A09o neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00047845	larval abdominal 1 A14h neuron	FBbt:00111683	larval A14h neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00047847	larval abdominal 1 eIN-3 neuron	FBbt:00111732	larval excitatory interneuron eIN-3	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00048266	adult dopaminergic neuron of gnathal ganglion	FBbt:00005131	dopaminergic neuron	FBbt:00100210	cell body rind of adult gnathal ganglion
FBbt:00048371	larval abdominal 1 mCSI neuron	FBbt:00048370	larval mCSI neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00048372	larval abdominal 2 mCSI neuron	FBbt:00048370	larval mCSI neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00048373	larval abdominal 3 mCSI neuron	FBbt:00048370	larval mCSI neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00048374	larval abdominal 4 mCSI neuron	FBbt:00048370	larval mCSI neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00048375	larval abdominal 5 mCSI neuron	FBbt:00048370	larval mCSI neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00048376	larval abdominal 6 mCSI neuron	FBbt:00048370	larval mCSI neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00048377	larval abdominal 7 mCSI neuron	FBbt:00048370	larval mCSI neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00048413	larval abdominal 1 cholinergic lateral interneuron 1	FBbt:00048411	larval cholinergic lateral interneuron 1	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00048414	larval abdominal 2 cholinergic lateral interneuron 1	FBbt:00048411	larval cholinergic lateral interneuron 1	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
