type	class	hemilineage	systematicType	subclass	somaNeuromere	birthtime	celltypePredictedNt	count(n)	common_target	common_origin	common_entryNerve	common_exitNerve	common_longTract
IN13B040	{'intrinsic neuron'}	{'13B'}	{'IN13B040'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B041	{'intrinsic neuron'}	{'13B'}	{'IN13B041'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B042	{'intrinsic neuron'}	{'13B'}	{'IN13B042'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	3	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B043	{'intrinsic neuron'}	{'13B'}	{'IN13B043'}	{'BR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B044	{'intrinsic neuron'}	{'13B'}	{'IN13B044'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	9	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B045	{'intrinsic neuron'}	{'13B'}	{'IN13B045'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B046	{'intrinsic neuron'}	{'13B'}	{'IN13B046'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	4	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B047	{'intrinsic neuron'}	{'13B'}	{'IN13B047'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	1	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B048	{'intrinsic neuron'}	{'13B'}	{'IN13B048'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B049	{'intrinsic neuron'}	{'13B'}	{'IN13B049'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B050	{'intrinsic neuron'}	{'13B'}	{'IN13B050'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B051	{'intrinsic neuron'}	{'13B'}	{'IN13B051'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B052	{'intrinsic neuron'}	{'13B'}	{'IN13B052'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B053	{'intrinsic neuron'}	{'13B'}	{'IN13B053'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B054	{'intrinsic neuron'}	{'13B'}	{'IN13B054'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B055	{'intrinsic neuron'}	{'13B'}	{'IN13B055'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	6	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B056	{'intrinsic neuron'}	{'13B'}	{'IN13B056'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B057	{'intrinsic neuron'}	{'13B'}	{'IN13B057'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B058	{'intrinsic neuron'}	{'13B'}	{'IN13B058'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	8	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B059	{'intrinsic neuron'}	{'13B'}	{'IN13B059'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B060	{'intrinsic neuron'}	{'13B'}	{'IN13B060'}	{'CR'}	{'T2', 'T3'}	{'secondary'}	{'gaba'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B061	{'intrinsic neuron'}	{'13B'}	{'IN13B061'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B062	{'intrinsic neuron'}	{'13B'}	{'IN13B062'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B063	{'intrinsic neuron'}	{'13B'}	{'IN13B063'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	3	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B064	{'intrinsic neuron'}	{'13B'}	{'IN13B064'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B065	{'intrinsic neuron'}	{'13B'}	{'IN13B065'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B066	{'intrinsic neuron'}	{'13B'}	{'IN13B066'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B067	{'intrinsic neuron'}	{'13B'}	{'IN13B067'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B068	{'intrinsic neuron'}	{'13B'}	{'IN13B068'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B069	{'intrinsic neuron'}	{'13B'}	{'IN13B069'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B070	{'intrinsic neuron'}	{'13B'}	{'IN13B070'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	8	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B071	{'intrinsic neuron'}	{'13B'}	{'IN13B071'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	1	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B072	{'intrinsic neuron'}	{'13B'}	{'IN13B072'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B073	{'intrinsic neuron'}	{'13B'}	{'IN13B073'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	4	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B074	{'intrinsic neuron'}	{'13B'}	{'IN13B074'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B075	{'intrinsic neuron'}	{'13B'}	{'IN13B075'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B076	{'intrinsic neuron'}	{'13B'}	{'IN13B076'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B077	{'intrinsic neuron'}	{'13B'}	{'IN13B077'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B078	{'intrinsic neuron'}	{'13B'}	{'IN13B078'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	12	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B079	{'intrinsic neuron'}	{'13B'}	{'IN13B079'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B080	{'intrinsic neuron'}	{'13B'}	{'IN13B080'}	{'CR'}	{'T2', 'T3'}	{'secondary'}	{'gaba'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B081	{'intrinsic neuron'}	{'13B'}	{'IN13B081'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B082	{'intrinsic neuron'}	{'13B'}	{'IN13B082'}	{'CR'}	{'T2', 'T3'}	{'secondary'}	{'gaba'}	3	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B084	{'intrinsic neuron'}	{'13B'}	{'IN13B084'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B085	{'intrinsic neuron'}	{'13B'}	{'IN13B085'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B087	{'intrinsic neuron'}	{'13B'}	{'IN13B087'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B088	{'intrinsic neuron'}	{'13B'}	{'IN13B088'}	{'CR'}	{'T2', 'T3'}	{'secondary'}	{'gaba'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B089	{'intrinsic neuron'}	{'13B'}	{'IN13B089'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	4	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B090	{'intrinsic neuron'}	{'13B'}	{'IN13B090'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	13	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B091	{'intrinsic neuron'}	{'13B'}	{'IN13B091'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	1	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B093	{'intrinsic neuron'}	{'13B'}	{'IN13B093'}	{'CR'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'gaba'}	5	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B094	{'intrinsic neuron'}	{'13B'}	{'IN13B094'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN13B095	{'intrinsic neuron'}	{'13B'}	{'IN13B095'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	1	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B096	{'intrinsic neuron'}	{'13B'}	{'IN13B096'}	{'CR'}	{'T1'}	{'secondary'}	{'gaba'}	5	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN13B097	{'intrinsic neuron'}	{'13B'}	{'IN13B097'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B098	{'intrinsic neuron'}	{'13B'}	{'IN13B098'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN13B099	{'intrinsic neuron'}	{'13B'}	{'IN13B099'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B100	{'intrinsic neuron'}	{'13B'}	{'IN13B100'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	1	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B101	{'intrinsic neuron'}	{'13B'}	{'IN13B101'}	{'CR'}	{'T3'}	{'secondary'}	{'gaba'}	1	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN13B102	{'intrinsic neuron'}	{'13B'}	{'IN13B102'}	{'CR'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A001	{'intrinsic neuron'}	{'14A'}	{'IN14A001'}	{'CR'}	{'T2', 'T3', 'T1'}	{'primary'}	{'gaba'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A002	{'intrinsic neuron'}	{'14A'}	{'IN14A002'}	{'CR'}	{'T1', 'T3', 'T2'}	{'primary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A004	{'intrinsic neuron'}	{'14A'}	{'IN14A004'}	{'CR'}	{'T2', 'T1', 'T3'}	{'primary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A005	{'intrinsic neuron'}	{'14A'}	{'IN14A005'}	{'CR'}	{'T1', 'T3', 'T2'}	{'primary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A006	{'intrinsic neuron'}	{'14A'}	{'IN14A006'}	{'BR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A007	{'intrinsic neuron'}	{'14A'}	{'IN14A007'}	{'BR'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A008	{'intrinsic neuron'}	{'14A'}	{'IN14A008'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A009	{'intrinsic neuron'}	{'14A'}	{'IN14A009'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A010	{'intrinsic neuron'}	{'14A'}	{'IN14A010'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A011	{'intrinsic neuron'}	{'14A'}	{'IN14A011'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A012	{'intrinsic neuron'}	{'14A'}	{'IN14A012'}	{'BR'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A013	{'intrinsic neuron'}	{'14A'}	{'IN14A013'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A014	{'intrinsic neuron'}	{'14A'}	{'IN14A014'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A015	{'intrinsic neuron'}	{'14A'}	{'IN14A015'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	12	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A016	{'intrinsic neuron'}	{'14A'}	{'IN14A016'}	{'CI'}	{'A1'}	{'primary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A017	{'intrinsic neuron'}	{'14A'}	{'IN14A017'}	{'CR'}	{'T2', 'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A018	{'intrinsic neuron'}	{'14A'}	{'IN14A018'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	5	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A020	{'intrinsic neuron'}	{'14A'}	{'IN14A020'}	{'CR', 'CI'}	{'A3', 'A4', 'A2'}	{'primary'}	{'glutamate'}	6	{'ANm'}	{'ANm'}	{None}	{None}	{None}
IN14A021	{'intrinsic neuron'}	{'14A'}	{'IN14A021'}	{'CR'}	{'T1', 'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A022	{'intrinsic neuron'}	{'14A'}	{'IN14A022'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A023	{'intrinsic neuron'}	{'14A'}	{'IN14A023'}	{'CR', 'BR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	9	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A024	{'intrinsic neuron'}	{'14A'}	{'IN14A024'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A025	{'intrinsic neuron'}	{'14A'}	{'IN14A025'}	{'BR'}	{'T2', 'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A026	{'intrinsic neuron'}	{'14A'}	{'IN14A026'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A027	{'intrinsic neuron'}	{'14A'}	{'IN14A027'}	{'BR'}	{'A5', 'A7', 'A6'}	{'primary'}	{'glutamate'}	6	{'ANm'}	{'ANm'}	{None}	{None}	{None}
IN14A028	{'intrinsic neuron'}	{'14A'}	{'IN14A028'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	8	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A029	{'intrinsic neuron'}	{'14A'}	{'IN14A029'}	{'BR'}	{'A5', 'A6'}	{'primary'}	{'glutamate'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
IN14A030	{'intrinsic neuron'}	{'14A'}	{'IN14A030'}	{'BR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A031	{'intrinsic neuron'}	{'14A'}	{'IN14A031'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A032	{'intrinsic neuron'}	{'14A'}	{'IN14A032'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A033	{'intrinsic neuron'}	{'14A'}	{'IN14A033'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A034	{'intrinsic neuron'}	{'14A'}	{'IN14A034'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	4	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A035	{'intrinsic neuron'}	{'14A'}	{'IN14A035'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A036	{'intrinsic neuron'}	{'14A'}	{'IN14A036'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A037	{'intrinsic neuron'}	{'14A'}	{'IN14A037'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A038	{'intrinsic neuron'}	{'14A'}	{'IN14A038'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A039	{'intrinsic neuron'}	{'14A'}	{'IN14A039'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A040	{'intrinsic neuron'}	{'14A'}	{'IN14A040'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A041	{'intrinsic neuron'}	{'14A'}	{'IN14A041'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A042	{'intrinsic neuron'}	{'14A'}	{'IN14A042'}	{'BR', 'CR'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A043	{'intrinsic neuron'}	{'14A'}	{'IN14A043'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	5	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A044	{'intrinsic neuron'}	{'14A'}	{'IN14A044'}	{'BR', 'CR', 'CI'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A045	{'intrinsic neuron'}	{'14A'}	{'IN14A045'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A046	{'intrinsic neuron'}	{'14A'}	{'IN14A046'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A047	{'intrinsic neuron'}	{'14A'}	{'IN14A047'}	{'BR', 'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A048	{'intrinsic neuron'}	{'14A'}	{'IN14A048'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A050	{'intrinsic neuron'}	{'14A'}	{'IN14A050'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A051	{'intrinsic neuron'}	{'14A'}	{'IN14A051'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	3	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A052	{'intrinsic neuron'}	{'14A'}	{'IN14A052'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	7	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A053	{'intrinsic neuron'}	{'14A'}	{'IN14A053'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A054	{'intrinsic neuron'}	{'14A'}	{'IN14A054'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A055	{'intrinsic neuron'}	{'14A'}	{'IN14A055'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A056	{'intrinsic neuron'}	{'14A'}	{'IN14A056'}	{'CR'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A057	{'intrinsic neuron'}	{'14A'}	{'IN14A057'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A058	{'intrinsic neuron'}	{'14A'}	{'IN14A058'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A059	{'intrinsic neuron'}	{'14A'}	{'IN14A059'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	3	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A060	{'intrinsic neuron'}	{'14A'}	{'IN14A060'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A061	{'intrinsic neuron'}	{'14A'}	{'IN14A061'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	3	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A062	{'intrinsic neuron'}	{'14A'}	{'IN14A062'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A063	{'intrinsic neuron'}	{'14A'}	{'IN14A063'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A064	{'intrinsic neuron'}	{'14A'}	{'IN14A064'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	5	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A065	{'intrinsic neuron'}	{'14A'}	{'IN14A065'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A066	{'intrinsic neuron'}	{'14A'}	{'IN14A066'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A067	{'intrinsic neuron'}	{'14A'}	{'IN14A067'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	3	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A068	{'intrinsic neuron'}	{'14A'}	{'IN14A068'}	{'CR'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A069	{'intrinsic neuron'}	{'14A'}	{'IN14A069'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A070	{'intrinsic neuron'}	{'14A'}	{'IN14A070'}	{'CR'}	{'T2'}	{'secondary'}	{'glutamate'}	3	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
IN14A071	{'intrinsic neuron'}	{'14A'}	{'IN14A071'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	1	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A072	{'intrinsic neuron'}	{'14A'}	{'IN14A072'}	{'CR'}	{'T3'}	{'secondary'}	{'glutamate'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN14A074	{'intrinsic neuron'}	{'14A'}	{'IN14A074'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
IN14A075	{'intrinsic neuron'}	{'14A'}	{'IN14A075'}	{'CR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
IN14A076	{'intrinsic neuron'}	{'14A'}	{'IN14A076'}	{'CR'}	{'T1', 'T3', 'T2'}	{'secondary'}	{'glutamate'}	6	{'LegNp'}	{'LegNp'}	{None}	{None}	{None}
