defined_class	defined_class_label	birth_notch	birth_notch_label	neuroblast	neuroblast_label	stage	stage_label	neurotransmitter	neurotransmitter_label	clone	clone_label	other_type	other_type_label	soma	soma_label	nb_label	other_synonyms	ito_lee	hartenstein	primary	secondary	reference	hartenstein_synonym_type	ito_lee_synonym_type	primary_synonym_type	secondary_synonym_type
FBbt:00050025	adult ALl1 lineage neuron	FBbt:00005106	neuron	FBbt:00067347	neuroblast BAlc	FBbt:00003004	adult			FBbt:00050024	adult ALl1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult ALl1 lineage neuron		adult ALl1 lineage neuron	adult BAlc lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050028	adult LHa1 lineage neuron	FBbt:00005106	neuron	FBbt:00100614	neuroblast BLAd1	FBbt:00003004	adult			FBbt:00050027	adult LHa1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHa1 lineage neuron		adult LHa1 lineage neuron	adult BLAd1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050031	adult SMPpv1 lineage neuron	FBbt:00005106	neuron	FBbt:00100577	neuroblast DPMpl1	FBbt:00003004	adult			FBbt:00050030	adult SMPpv1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SMPpv1 lineage neuron		adult SMPpv1 lineage neuron	adult DPMpl1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050034	adult LHl2 lineage neuron	FBbt:00005106	neuron	FBbt:00100592	neuroblast DPLal2	FBbt:00003004	adult			FBbt:00050033	adult LHl2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHl2 lineage neuron		adult LHl2 lineage neuron	adult DPLal2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050037	adult ALv2 lineage neuron	FBbt:00005106	neuron	FBbt:00050035	neuroblast BAla2	FBbt:00003004	adult			FBbt:00050036	adult ALv2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult ALv2 lineage neuron		adult ALv2 lineage neuron	adult BAla2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050040	adult ALlv1 lineage neuron	FBbt:00005106	neuron	FBbt:00050038	neuroblast BAlp4	FBbt:00003004	adult			FBbt:00050039	adult ALlv1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult ALlv1 lineage neuron		adult ALlv1 lineage neuron	adult BAlp4 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050043	adult SMPad1 (female) lineage neuron	FBbt:00005106	neuron	FBbt:00050041	neuroblast SMPad1 (female)	FBbt:00003004	adult			FBbt:00050042	adult SMPad1 (female) lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SMPad1 (female) lineage neuron		adult SMPad1 (female) lineage neuron					http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050046	adult SLPpm1 lineage neuron	FBbt:00005106	neuron	FBbt:00100605	neuroblast DPLm1	FBbt:00003004	adult			FBbt:00050045	adult SLPpm1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPpm1 lineage neuron		adult SLPpm1 lineage neuron	adult DPLm1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050049	adult LHl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100623	neuroblast BLD4	FBbt:00003004	adult			FBbt:00050048	adult LHl1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHl1 lineage neuron		adult LHl1 lineage neuron	adult BLD4 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050052	adult VESa2 lineage neuron	FBbt:00005106	neuron	FBbt:00100563	neuroblast BAlp1	FBbt:00003004	adult			FBbt:00050051	adult VESa2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VESa2 lineage neuron		adult VESa2 lineage neuron	adult BAlp1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050055	adult CLp2 lineage neuron	FBbt:00005106	neuron	FBbt:00100611	neuroblast CP4	FBbt:00003004	adult			FBbt:00050054	adult CLp2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult CLp2 lineage neuron		adult CLp2 lineage neuron	adult CP4 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050058	adult SLPav3 lineage neuron	FBbt:00005106	neuron	FBbt:00050056	neuroblast BLVa2a	FBbt:00003004	adult			FBbt:00050057	adult SLPav3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPav3 lineage neuron		adult SLPav3 lineage neuron	adult BLVa2a lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050061	adult DM5 lineage neuron	FBbt:00005106	neuron	FBbt:00050059	neuroblast CM1	FBbt:00003004	adult			FBbt:00050060	adult DM5 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult DM5 lineage neuron		adult DM5 lineage neuron	adult CM1 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050064	adult AOTUv4 lineage neuron	FBbt:00005106	neuron	FBbt:00100546	neuroblast DALcl2	FBbt:00003004	adult			FBbt:00050063	adult AOTUv4 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult AOTUv4 lineage neuron		adult AOTUv4 lineage neuron	adult DALcl2 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0240929	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050067	adult VLPl&p1 lineage neuron	FBbt:00005106	neuron	FBbt:00049157	neuroblast BLVp2	FBbt:00003004	adult			FBbt:00050066	adult VLPl&p1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPl&p1 lineage neuron		adult VLPl&p1 lineage neuron	adult BLVp2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050070	adult SLPpl2 lineage neuron	FBbt:00005106	neuron	FBbt:00050068	neuroblast CP6	FBbt:00003004	adult			FBbt:00050069	adult SLPpl2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPpl2 lineage neuron		adult SLPpl2 lineage neuron	adult CP6 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050073	adult WEDd2 lineage neuron	FBbt:00005106	neuron	FBbt:00100735	neuroblast BAmd2	FBbt:00003004	adult			FBbt:00050072	adult WEDd2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult WEDd2 lineage neuron		adult WEDd2 lineage neuron	adult BAmd2 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050076	adult VLPl&d1 lineage neuron	FBbt:00005106	neuron	FBbt:00100612	neuroblast BLAv1	FBbt:00003004	adult			FBbt:00050075	adult VLPl&d1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPl&d1 lineage neuron		adult VLPl&d1 lineage neuron	adult BLAv1 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050079	adult SIPp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100578	neuroblast DPMpl2	FBbt:00003004	adult			FBbt:00050078	adult SIPp1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SIPp1 lineage neuron		adult SIPp1 lineage neuron	adult DPMpl2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050082	adult LHp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100628	neuroblast BLP4	FBbt:00003004	adult			FBbt:00050081	adult LHp1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHp1 lineage neuron		adult LHp1 lineage neuron	adult BLP4 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050085	adult DL2 lineage neuron	FBbt:00005106	neuron	FBbt:00100610	neuroblast CP3	FBbt:00003004	adult			FBbt:00050084	adult DL2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult DL2 lineage neuron		adult DL2 lineage neuron	adult CP3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050088	adult WEDa1 lineage neuron	FBbt:00005106	neuron	FBbt:00100566	neuroblast BAlv	FBbt:00003004	adult			FBbt:00050087	adult WEDa1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult WEDa1 lineage neuron		adult WEDa1 lineage neuron	adult BAlv lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050091	adult SLPpm3 lineage neuron	FBbt:00005106	neuron	FBbt:00100597	neuroblast DPLc3	FBbt:00003004	adult			FBbt:00050090	adult SLPpm3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPpm3 lineage neuron		adult SLPpm3 lineage neuron	adult DPLc3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050094	adult PSp3 lineage neuron	FBbt:00005106	neuron	FBbt:00100586	neuroblast DPMl1	FBbt:00003004	adult			FBbt:00050093	adult PSp3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult PSp3 lineage neuron		adult PSp3 lineage neuron	adult DPMl1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050096	adult ALad1 lineage neuron	FBbt:00005106	neuron	FBbt:00067346	neuroblast BAmv3	FBbt:00003004	adult			FBbt:00050095	adult ALad1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult ALad1 lineage neuron		adult ALad1 lineage neuron	adult BAmv3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050099	adult LHd1 lineage neuron	FBbt:00005106	neuron	FBbt:00100594	neuroblast DPLd	FBbt:00003004	adult			FBbt:00050098	adult LHd1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHd1 lineage neuron		adult LHd1 lineage neuron	adult DPLd lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050102	adult DM3 lineage neuron	FBbt:00005106	neuron	FBbt:00050100	neuroblast DPMpm2	FBbt:00003004	adult			FBbt:00050101	adult DM3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult DM3 lineage neuron		adult DM3 lineage neuron	adult DPMpm2 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0214495|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050105	adult VLPl1 lineage neuron	FBbt:00005106	neuron	FBbt:00050103	neuroblast VLPl1	FBbt:00003004	adult			FBbt:00050104	adult VLPl1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPl1 lineage neuron		adult VLPl1 lineage neuron					http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050108	adult VPNd1 lineage neuron	FBbt:00005106	neuron	FBbt:00049153	neuroblast BLD6	FBbt:00003004	adult			FBbt:00050107	adult VPNd1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VPNd1 lineage neuron		adult VPNd1 lineage neuron	adult BLD6 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050111	adult PSa1 lineage neuron	FBbt:00005106	neuron	FBbt:00100553	neuroblast BAmv2	FBbt:00003004	adult			FBbt:00050110	adult PSa1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult PSa1 lineage neuron		adult PSa1 lineage neuron	adult BAmv2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050114	adult SMPpv2 lineage neuron	FBbt:00005106	neuron	FBbt:00100608	neuroblast CP1	FBbt:00003004	adult			FBbt:00050113	adult SMPpv2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SMPpv2 lineage neuron		adult SMPpv2 lineage neuron	adult CP1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050117	adult LHd2 lineage neuron	FBbt:00005106	neuron	FBbt:00100606	neuroblast DPLm2	FBbt:00003004	adult			FBbt:00050116	adult LHd2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHd2 lineage neuron		adult LHd2 lineage neuron	adult DPLm2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050120	adult VESa1 lineage neuron	FBbt:00005106	neuron	FBbt:00050118	neuroblast BAla3	FBbt:00003004	adult			FBbt:00050119	adult VESa1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VESa1 lineage neuron		adult VESa1 lineage neuron	adult BAla3 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050123	adult DM2 lineage neuron	FBbt:00005106	neuron	FBbt:00050121	neuroblast DPMpm1	FBbt:00003004	adult			FBbt:00050122	adult DM2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult DM2 lineage neuron		adult DM2 lineage neuron	adult DPMpm1 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0214495|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050126	adult SLPad1 lineage neuron	FBbt:00005106	neuron	FBbt:00100602	neuroblast DPLl3	FBbt:00003004	adult			FBbt:00050125	adult SLPad1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPad1 lineage neuron		adult SLPad1 lineage neuron	adult DPLl3 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050129	adult AOTUv3 lineage neuron	FBbt:00005106	neuron	FBbt:00100545	neuroblast DALcl1	FBbt:00003004	adult			FBbt:00050128	adult AOTUv3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult AOTUv3 lineage neuron		adult AOTUv3 lineage neuron	adult DALcl1 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298|FlyBase:FBrf0240929	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050132	adult VLPp&l1 lineage neuron	FBbt:00005106	neuron	FBbt:00049161	neuroblast DPLpv	FBbt:00003004	adult			FBbt:00050131	adult VLPp&l1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPp&l1 lineage neuron		adult VLPp&l1 lineage neuron	adult DPLpv lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050135	adult VLPa2 lineage neuron	FBbt:00005106	neuron	FBbt:00100543	neuroblast DALv1	FBbt:00003004	adult			FBbt:00050134	adult VLPa2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VLPa2 lineage neuron		adult VLPa2 lineage neuron	adult DALv1 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
