yes_no_approx	larvalbrain_Name	FBbt_id	FBbt_Name	notes
	A1 0		
	Dorso-anterior lateral dorsal		
	Dorso-anterior lateral lateral		
	Dorso-anterior lateral ventral		
	Dorso-anterior medial		
	Dorso-anterior medial dorsal		
	Dorso-anterior medial ventral		
	Dorso-posterior lateral		
	Dorso-posterior lateral antero-lateral		
	Dorso-posterior lateral antero-medial		
	Dorso-posterior lateral central		
	Dorso-posterior lateral dorsal		
	Dorso-posterior lateral lateral		
	Dorso-posterior lateral medial		
	Dorso-posterior lateral posterio-ventral		
	Dorso-posterior lateral posterior		
	Dorso-posterior medial		
	Dorso-posterior medial lateral		
	Dorso-posterior medial medial		
	Dorso-posterior medial postero-lateral		
	Dorso-posterior medial postero-medial		
	LB0		
	LB11_23		
	LB1_2 dorsal		
	LB1_2 medial		
	LB3	http://purl.obolibrary.org/obo/FBbt_00047766	larval labial VUM neuron 3
	LB5		
	LB6		
	LB6 medial		
	LB7		
	MD2	http://purl.obolibrary.org/obo/FBbt_00110162	octopaminergic VUMd2 neuron
	MD2	http://purl.obolibrary.org/obo/FBbt_00100735	neuroblast BAmd2
	MD2	http://purl.obolibrary.org/obo/FBbt_00100736	BAmd2 neuron
	MD2	http://purl.obolibrary.org/obo/FBbt_00002557	abdominal ventral multidendritic neuron vdaC
	MD2	http://purl.obolibrary.org/obo/FBbt_00047760	larval mandibular VUM neuron 2
	MD2	http://purl.obolibrary.org/obo/FBbt_00100640	DAMd2 lineage neuron
	MD2	http://purl.obolibrary.org/obo/FBbt_00100541	neuroblast DAMd2
	MX12		
	MX3	http://purl.obolibrary.org/obo/FBbt_00047762	larval maxillary VUM neuron 3
	MX7		
	T1 0	http://purl.obolibrary.org/obo/FBbt_00003846	medullary tangential neuron Mt10
	T1 0	http://purl.obolibrary.org/obo/FBbt_00003869	lobula tangential neuron Lt10
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110263	A1-7 LT1 motor neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110281	A2-7 VT1 motor neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110280	ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110278	A1-7 DT1 motor neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110279	VT1 motor neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110277	DT1 motor neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110261	LT1 motor neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110262	lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003727	columnar neuron T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T1 1	http://purl.obolibrary.org/obo/FBbt_00100777	Tv1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003908	lobula plate tangential neuron Lpt1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00001364	T1 neuroblast
	T1 1	http://purl.obolibrary.org/obo/FBbt_00111702	larval antennal lobe broad trio 1 local neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000017	prothoracic segment
	T1 1	http://purl.obolibrary.org/obo/FBbt_00007348	antennal sensillum trichodeum T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003847	medullary tangential neuron Mt11
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003846	medullary tangential neuron Mt10
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003849	medullary tangential neuron Mt13
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003848	medullary tangential neuron Mt12
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003850	medullary tangential neuron Mt14
	T1 1	http://purl.obolibrary.org/obo/FBbt_00067031	adult olfactory receptor neuron Or67d
	T1 1	http://purl.obolibrary.org/obo/FBbt_00067030	antennal trichoid sensillum at1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003851	medullary tangential neuron Mt15
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003837	medullary tangential neuron Mt1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003860	lobula tangential neuron Lt1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003869	lobula tangential neuron Lt10
	T1 1	http://purl.obolibrary.org/obo/FBbt_00111131	adult fruitless vMT1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00111130	adult fruitless vMT1 lineage clone
	T1 1	http://purl.obolibrary.org/obo/FBbt_00100487	lobula tangential neuron Lt11
	T1 1	http://purl.obolibrary.org/obo/FBbt_00100488	lobula tangential neuron Lt12
	T1 1	http://purl.obolibrary.org/obo/FBbt_00111105	adult fruitless dMT1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00111104	adult fruitless dMT1 lineage clone
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004671	prothoracic tarsal segment 2
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004670	prothoracic metatarsus
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004673	prothoracic tarsal segment 4
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004672	prothoracic tarsal segment 3
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004667	prothoracic femur
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004664	prothoracic coxa
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004663	prothoracic leg
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004666	prothoracic trochanter
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004665	prothoracic tibia
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004682	prothoracic unguis
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004674	prothoracic tarsal segment 5
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000951	abdominal 7 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000963	abdominal 8 lateral transverse muscle
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000962	abdominal 8 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000966	abdominal 8 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000964	abdominal 8 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000996	terminal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000906	abdominal 6 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000901	abdominal 6 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003157	adult heart chamber 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000944	abdominal 7 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000946	abdominal 7 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00047676	larval T19r neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00111311	transverse antennal lobe t1ALT tract
	T1 1	http://purl.obolibrary.org/obo/FBbt_00111328	larval CCAP T1 thoracic neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003564	thoracic neuroblast t1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003585	abdominal 1 neuroblast t1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000625	A1-7 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000627	A1-7 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00001984	thoracic T1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000632	A2-7 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00046027	presumptive trochanter sensillum trichodeum St1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00046040	embryonic/larval thoracic alary-related muscle T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00047329	serotonergic T1 neuron 3
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000673	abdominal 1 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00047330	larval serotonergic T1 neuron 3
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000675	abdominal 1 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000505	prothoracic dorsal oblique muscle 3
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000504	prothoracic dorsal oblique muscle 2
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000503	prothoracic dorsal oblique muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000502	prothoracic dorsal oblique muscle
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000509	prothoracic ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000506	prothoracic dorsal oblique muscle 4
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000541	mesothoracic lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000512	prothoracic lateral acute muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000511	prothoracic lateral acute muscle
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000513	prothoracic lateral acute muscle 2
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110968	serotonergic T1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110969	larval serotonergic T1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110973	larval serotonergic T1 neuron 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110974	larval serotonergic T1 neuron 2
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110971	serotonergic T1 neuron 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110972	serotonergic T1 neuron 2
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110970	adult serotonergic T1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110984	dopaminergic T1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000576	metathoracic lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000856	abdominal 5 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000854	abdominal 5 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000861	abdominal 5 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000899	abdominal 6 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004377	mesothoracic trochanter sensillum trichodeum 2GSt
	T1 1	http://purl.obolibrary.org/obo/FBbt_00015017	dorsomedial neuropil of larval segment T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00015016	dorsolateral neuropil of larval segment T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00015015	centromedial neuropil of larval segment T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00015014	centrolateral neuropil of larval segment T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00015019	ventromedial neuropil of larval segment T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00015018	ventrolateral neuropil of larval segment T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00015020	central neuropil of larval segment T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004375	mesothoracic trochanter sensillum trichodeum St1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000811	abdominal 4 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000816	abdominal 4 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000809	abdominal 4 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004433	metathoracic trochanter sensillum trichodeum St1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004435	metathoracic trochanter sensillum trichodeum 2GSt
	T1 1	http://purl.obolibrary.org/obo/FBbt_00047523	T1 medial ventral association center
	T1 1	http://purl.obolibrary.org/obo/FBbt_00047520	T1 ventral association center
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000719	abdominal 2 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000721	abdominal 2 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000726	abdominal 2 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000771	abdominal 3 ventral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000764	abdominal 3 dorsal transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000766	abdominal 3 lateral transverse muscle 1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004266	prothoracic trochanter sensillum trichodeum St1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004257	prothoracic coxal sensillum trichodeum St4
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004259	prothoracic coxal bristle on hairy island
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004268	prothoracic trochanter sensillum trichodeum 2GSt
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004254	sensillum trichodeum of cervical membrane of prothoracic leg
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004285	prothoracic metatarsal segment transverse row bristle
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004282	prothoracic tibial apical bristle
	T1 1	http://purl.obolibrary.org/obo/FBbt_00004281	prothoracic tibial preapical bristle
	T1 1	http://purl.obolibrary.org/obo/FBbt_00003020	adult prothoracic segment
	T1 1	http://purl.obolibrary.org/obo/FBbt_00007661	prothoracic coxa-trochanter joint
	T1 1	http://purl.obolibrary.org/obo/FBbt_00007711	larval T1 leg neuropil
	T1 1	http://purl.obolibrary.org/obo/FBbt_00002701	pit sensillum T1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000168	embryonic prothoracic segment
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110537	adult fruitless aDT1 neuron
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110536	adult fruitless aDT1 lineage clone
	T1 1	http://purl.obolibrary.org/obo/FBbt_00002743	T1 beard
	T1 1	http://purl.obolibrary.org/obo/FBbt_00001743	larval prothoracic segment
	T1 1	http://purl.obolibrary.org/obo/FBbt_00047140	adult T1 leg neuropil
	T1 1	http://purl.obolibrary.org/obo/FBbt_00001781	prothoracic leg disc
	T1 1	http://purl.obolibrary.org/obo/FBbt_00000471	dorsal transverse muscle
	T1 1	http://purl.obolibrary.org/obo/FBbt_00002931	abdominal 8 dorsomedial sensillum trichodeum ALSOh
	T1 1	http://purl.obolibrary.org/obo/FBbt_00002932	abdominal 8 dorsomedial sensillum basiconicum ALSOp
	T1 1	http://purl.obolibrary.org/obo/FBbt_00002949	abdominal 10 caudal sensillum basiconicum ASO
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110791	presumptive metathoracic trochanter sensillum trichodeum St1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110735	presumptive prothoracic trochanter sensillum trichodeum St1
	T1 1	http://purl.obolibrary.org/obo/FBbt_00110763	presumptive mesothoracic trochanter sensillum trichodeum St1
	T1 10	http://purl.obolibrary.org/obo/FBbt_00003846	medullary tangential neuron Mt10
	T1 10	http://purl.obolibrary.org/obo/FBbt_00003869	lobula tangential neuron Lt10
	T1 12 central		
	T1 12 intermediate		
	T1 13 central		
	T1 13 intermediate		
	T1 14	http://purl.obolibrary.org/obo/FBbt_00003850	medullary tangential neuron Mt14
	T1 15_16		
	T1 17_18		
	T1 19	http://purl.obolibrary.org/obo/FBbt_00047676	larval T19r neuron
	T1 2	http://purl.obolibrary.org/obo/FBbt_00110281	A2-7 VT1 motor neuron
	T1 2	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T1 2	http://purl.obolibrary.org/obo/FBbt_00003848	medullary tangential neuron Mt12
	T1 2	http://purl.obolibrary.org/obo/FBbt_00100488	lobula tangential neuron Lt12
	T1 2	http://purl.obolibrary.org/obo/FBbt_00004671	prothoracic tarsal segment 2
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000632	A2-7 ventral transverse muscle 1
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000505	prothoracic dorsal oblique muscle 3
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000504	prothoracic dorsal oblique muscle 2
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000503	prothoracic dorsal oblique muscle 1
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000541	mesothoracic lateral transverse muscle 1
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000513	prothoracic lateral acute muscle 2
	T1 2	http://purl.obolibrary.org/obo/FBbt_00110974	larval serotonergic T1 neuron 2
	T1 2	http://purl.obolibrary.org/obo/FBbt_00110972	serotonergic T1 neuron 2
	T1 2	http://purl.obolibrary.org/obo/FBbt_00004377	mesothoracic trochanter sensillum trichodeum 2GSt
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000719	abdominal 2 dorsal transverse muscle 1
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000721	abdominal 2 lateral transverse muscle 1
	T1 2	http://purl.obolibrary.org/obo/FBbt_00000726	abdominal 2 ventral transverse muscle 1
	T1 2	http://purl.obolibrary.org/obo/FBbt_00004268	prothoracic trochanter sensillum trichodeum 2GSt
	T1 2	http://purl.obolibrary.org/obo/FBbt_00004254	sensillum trichodeum of cervical membrane of prothoracic leg
	T1 20-22		
	T1 23		
	T1 3 intermedio-dorsal		
	T1 3 intermedio-lateral		
	T1 4	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T1 4	http://purl.obolibrary.org/obo/FBbt_00003850	medullary tangential neuron Mt14
	T1 4	http://purl.obolibrary.org/obo/FBbt_00004673	prothoracic tarsal segment 4
	T1 4	http://purl.obolibrary.org/obo/FBbt_00000506	prothoracic dorsal oblique muscle 4
	T1 4	http://purl.obolibrary.org/obo/FBbt_00000811	abdominal 4 lateral transverse muscle 1
	T1 4	http://purl.obolibrary.org/obo/FBbt_00000816	abdominal 4 ventral transverse muscle 1
	T1 4	http://purl.obolibrary.org/obo/FBbt_00000809	abdominal 4 dorsal transverse muscle 1
	T1 4	http://purl.obolibrary.org/obo/FBbt_00004257	prothoracic coxal sensillum trichodeum St4
	T1 5	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T1 5	http://purl.obolibrary.org/obo/FBbt_00003851	medullary tangential neuron Mt15
	T1 5	http://purl.obolibrary.org/obo/FBbt_00004674	prothoracic tarsal segment 5
	T1 5	http://purl.obolibrary.org/obo/FBbt_00000856	abdominal 5 lateral transverse muscle 1
	T1 5	http://purl.obolibrary.org/obo/FBbt_00000854	abdominal 5 dorsal transverse muscle 1
	T1 5	http://purl.obolibrary.org/obo/FBbt_00000861	abdominal 5 ventral transverse muscle 1
	T1 6 centro-dorsal		
	T1 6 centro-medial		
	T1 7	http://purl.obolibrary.org/obo/FBbt_00110263	A1-7 LT1 motor neuron
	T1 7	http://purl.obolibrary.org/obo/FBbt_00110281	A2-7 VT1 motor neuron
	T1 7	http://purl.obolibrary.org/obo/FBbt_00110278	A1-7 DT1 motor neuron
	T1 7	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T1 7	http://purl.obolibrary.org/obo/FBbt_00000951	abdominal 7 ventral transverse muscle 1
	T1 7	http://purl.obolibrary.org/obo/FBbt_00000944	abdominal 7 dorsal transverse muscle 1
	T1 7	http://purl.obolibrary.org/obo/FBbt_00000946	abdominal 7 lateral transverse muscle 1
	T1 7	http://purl.obolibrary.org/obo/FBbt_00000625	A1-7 dorsal transverse muscle 1
	T1 7	http://purl.obolibrary.org/obo/FBbt_00000627	A1-7 lateral transverse muscle 1
	T1 7	http://purl.obolibrary.org/obo/FBbt_00000632	A2-7 ventral transverse muscle 1
	T1 8 central		
	T1 8 intermediate		
	T1 9 central		
	T2 0		
	T2 1 central		
	T2 10		
	T2 12 central		
	T2 12 intermediate		
	T2 13 central		
	T2 13 intermediate		
	T2 14		
	T2 15_16		
	T2 17_18		
	T2 19		
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110265	lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110266	A1-7 LT2 motor neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110264	LT2 motor neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003729	T neuron T2a
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003728	T neuron T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T2 2	http://purl.obolibrary.org/obo/FBbt_00100778	Tv2 neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00007483	transverse tract multiglomerular projection neuron AL-t2PN1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003909	lobula plate tangential neuron Lpt2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00007400	embryonic/larval T2/3 ventral sensory cluster
	T2 2	http://purl.obolibrary.org/obo/FBbt_00001365	T2 neuroblast
	T2 2	http://purl.obolibrary.org/obo/FBbt_00111703	larval antennal lobe broad trio 2 local neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110416	adult fruitless aDT-b (female) lineage clone
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110417	adult fruitless aDT-b (female) neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000018	mesothoracic segment
	T2 2	http://purl.obolibrary.org/obo/FBbt_00007349	antennal sensillum trichodeum T2
