accession	type	class	superclass	subclass	fruDsx	synonyms	hemibrainType	flywireType	mancType	somaNeuromere	specificity	FBbt_id	FBbt_name	references
535807	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
122119	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
86456	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
62679	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
36483	T1		ol_intrinsic					T1				FBbt:00003727	columnar neuron T1	FlyBase:FBrf0262545
71524	Tlp12		ol_intrinsic					Tlp1				FBbt:00003891	translobula plate neuron Tlp1	FlyBase:FBrf0262545
105710	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
144045	Mi2		ol_intrinsic					Mi2				FBbt:00003777	medulla intrinsic neuron Mi2	FlyBase:FBrf0262545
58580	TmY4		ol_intrinsic					TmY4				FBbt:00003821	transmedullary Y neuron TmY4	FlyBase:FBrf0262545
37371	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
120351	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
103252	Tm5b		ol_intrinsic					Tm5b				FBbt:00110073	transmedullary neuron Tm5b	FlyBase:FBrf0262545
147063	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
159513	Mi16		ol_intrinsic					Sm05				FBbt:20011490	adult medulla intrinsic neuron Mi16	FlyBase:FBrf0262545
66640	Mi14		ol_intrinsic					Mi14				FBbt:00111284	medulla intrinsic neuron Mi14	FlyBase:FBrf0262545
84413	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
103676	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
552840	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
544604	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
170275	TmY18		ol_intrinsic					Tm27				FBbt:00049515	transmedullary Y neuron TmY18	FlyBase:FBrf0262545
114696	Mi14		ol_intrinsic					Mi14				FBbt:00111284	medulla intrinsic neuron Mi14	FlyBase:FBrf0262545
580103	TmY21		ol_intrinsic					Tm36				FBbt:20011499	adult transmedullary Y neuron TmY21	FlyBase:FBrf0262545
72934	L3		ol_intrinsic					L3				FBbt:00003721	lamina monopolar neuron L3	FlyBase:FBrf0262545
530263	Mi4		ol_intrinsic					Mi4				FBbt:00003779	medulla intrinsic neuron Mi4	FlyBase:FBrf0262545
41265	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
88732	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
547797	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
166823	LPi2e		ol_intrinsic					LPi05				FBbt:00053467	lobula plate intrinsic neuron LPi2e	FlyBase:FBrf0262545
518307	Dm8a		ol_intrinsic					yDm8				FBbt:00053638	distal medullary amacrine neuron Dm8a	FlyBase:FBrf0262545
120020	TmY18		ol_intrinsic					Tm27				FBbt:00049515	transmedullary Y neuron TmY18	FlyBase:FBrf0262545
545224	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
68055	TmY10		ol_intrinsic					TmY10				FBbt:00003828	transmedullary Y neuron TmY10	FlyBase:FBrf0262545
219676	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
98688	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
90609	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
191856	Dm2		ol_intrinsic					Dm2				FBbt:00003769	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
40594	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
115936	Dm2		ol_intrinsic					Dm2				FBbt:00003769	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
172053	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
44914	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
32480	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
545300	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
138808	Tm5Y		ol_intrinsic					Tm5f				FBbt:00003831	transmedullary neuron Tm5Y	FlyBase:FBrf0262545
166343	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
131128	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
544068	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
108768	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
516037	Tm37		ol_intrinsic					Tm5e				FBbt:20007274	transmedullary neuron Tm37	FlyBase:FBrf0262545
115259	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
79221	Li23		ol_intrinsic					Li02				FBbt:20007238	adult lobula intrinsic neuron Li23	FlyBase:FBrf0262545
524873	Cm1		ol_intrinsic					Sm02				FBbt:20011362	adult central medulla intrinsic neuron Cm1	FlyBase:FBrf0262545
107564	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
144407	Cm4		ol_intrinsic					Sm03				FBbt:20011382	adult central medulla intrinsic neuron Cm4	FlyBase:FBrf0262545
522896	TmY10		ol_intrinsic					TmY10				FBbt:00003828	transmedullary Y neuron TmY10	FlyBase:FBrf0262545
55918	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
49393	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
542426	TmY13		ol_intrinsic					TmY11				FBbt:00111287	transmedullary Y neuron TmY13	FlyBase:FBrf0262545
135680	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
49781	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
45625	Cm9		ol_intrinsic					Sm15				FBbt:20011386	adult central medulla intrinsic neuron Cm9	FlyBase:FBrf0262545
112457	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
82669	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
59182	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
108686	TmY18		ol_intrinsic					Tm27				FBbt:00049515	transmedullary Y neuron TmY18	FlyBase:FBrf0262545
115440	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
525236	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
102991	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
101495	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
67867	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
112684	Mi4		ol_intrinsic					Mi4				FBbt:00003779	medulla intrinsic neuron Mi4	FlyBase:FBrf0262545
106476	Dm11		ol_intrinsic					Dm11				FBbt:00111272	distal medullary amacrine neuron Dm11	FlyBase:FBrf0262545
80458	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
137549	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
135027	Dm2		ol_intrinsic					Dm2				FBbt:00003769	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
10426	Dm6		ol_intrinsic					Dm6				FBbt:00003773	distal medullary amacrine neuron Dm6	FlyBase:FBrf0262545
580403	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
127553	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
161776	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
97139	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
124613	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
586511	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
143829	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
93986	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
76487	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
69103	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
89676	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
93856	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
110521	Dm16		ol_intrinsic					Dm16				FBbt:00111277	distal medullary amacrine neuron Dm16	FlyBase:FBrf0262545
70911	Tm16		ol_intrinsic					Tm16				FBbt:00003804	transmedullary neuron Tm16	FlyBase:FBrf0262545
190285	Dm8b		ol_intrinsic					pDm8				FBbt:00053639	distal medullary amacrine neuron Dm8b	FlyBase:FBrf0262545
119281	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
117975	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
176535	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
147963	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
96756	Tm33		ol_intrinsic					Tm37				FBbt:00053515	transmedullary neuron Tm33	FlyBase:FBrf0262545
554211	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
73137	Dm9		ol_intrinsic					Dm9				FBbt:00111271	distal medullary amacrine neuron Dm9	FlyBase:FBrf0262545
35765	Tlp12		ol_intrinsic					Tlp1				FBbt:00003891	translobula plate neuron Tlp1	FlyBase:FBrf0262545
61665	TmY5a		ol_intrinsic					TmY5a				FBbt:00003823	transmedullary Y neuron TmY5a	FlyBase:FBrf0262545
198877	TmY18		ol_intrinsic					Tm27				FBbt:00049515	transmedullary Y neuron TmY18	FlyBase:FBrf0262545
547907	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
92015	TmY5a		ol_intrinsic					TmY5a				FBbt:00003823	transmedullary Y neuron TmY5a	FlyBase:FBrf0262545
38385	TmY4		ol_intrinsic					TmY4				FBbt:00003821	transmedullary Y neuron TmY4	FlyBase:FBrf0262545
560930	Li27		ol_intrinsic				Li13	Li03				FBbt:20011411	adult lobula intrinsic neuron Li27	FlyBase:FBrf0262545
89064	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
90414	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
85534	L3		ol_intrinsic					L3				FBbt:00003721	lamina monopolar neuron L3	FlyBase:FBrf0262545
194793	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
66199	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
38214	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
136248	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
57419	Tm24		ol_intrinsic					Li06				FBbt:00003812	transmedullary neuron Tm24	FlyBase:FBrf0262545
150425	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
116282	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
70411	Mi4		ol_intrinsic					Mi4				FBbt:00003779	medulla intrinsic neuron Mi4	FlyBase:FBrf0262545
116450	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
528980	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
17793	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
70870	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
143713	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
14414	Lawf2		ol_intrinsic					Lawf2				FBbt:00110065	lamina wide-field 2 neuron	FlyBase:FBrf0262545
35244	TmY5a		ol_intrinsic					TmY5a				FBbt:00003823	transmedullary Y neuron TmY5a	FlyBase:FBrf0262545
107980	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
162466	L3		ol_intrinsic					L3				FBbt:00003721	lamina monopolar neuron L3	FlyBase:FBrf0262545
28843	Pm4		ol_intrinsic					Pm05				FBbt:00111282	proximal medullary amacrine neuron Pm4	FlyBase:FBrf0262545
82124	Tm4		ol_intrinsic					Tm4				FBbt:00003792	transmedullary neuron Tm4	FlyBase:FBrf0262545
32010	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
50205	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
67923	TmY20		ol_intrinsic					TmY20				FBbt:00052860	transmedullary Y neuron TmY20	FlyBase:FBrf0262545
71601	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
109368	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
166284	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
117507	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
103660	T5d		ol_intrinsic					T5d				FBbt:00003740	T5d neuron	FlyBase:FBrf0262545
529245	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
120582	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
49835	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
81211	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
109039	TmY4		ol_intrinsic					TmY4				FBbt:00003821	transmedullary Y neuron TmY4	FlyBase:FBrf0262545
549256	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
101842	Tm6		ol_intrinsic					Tm21				FBbt:00003794	transmedullary neuron Tm6	FlyBase:FBrf0262545
526930	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
164881	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
179416	Dm15		ol_intrinsic					Dm15				FBbt:00111276	distal medullary amacrine neuron Dm15	FlyBase:FBrf0262545
564884	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
87607	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
117416	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
130374	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
514349	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
97518	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
81478	Dm10		ol_intrinsic					Dm10				FBbt:00110135	distal medullary amacrine neuron Dm10	FlyBase:FBrf0262545
533050	Tm4		ol_intrinsic					Tm4				FBbt:00003792	transmedullary neuron Tm4	FlyBase:FBrf0262545
67313	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
496065	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
96395	Tm6		ol_intrinsic					Tm21				FBbt:00003794	transmedullary neuron Tm6	FlyBase:FBrf0262545
210736	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
550392	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
138114	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
41405	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
88698	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
151168	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
138172	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
169259	Mi17		ol_intrinsic					Sm04				FBbt:20011491	adult medulla intrinsic neuron Mi17	FlyBase:FBrf0262545
111893	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
46496	MeLo2		ol_intrinsic					MLt3				FBbt:20007251	adult medulla-lobula neuron MeLo2	FlyBase:FBrf0262545
95311	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
550260	Dm10		ol_intrinsic					Dm10				FBbt:00110135	distal medullary amacrine neuron Dm10	FlyBase:FBrf0262545
113352	TmY5a		ol_intrinsic					TmY5a				FBbt:00003823	transmedullary Y neuron TmY5a	FlyBase:FBrf0262545
84865	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
64156	T1		ol_intrinsic					T1				FBbt:00003727	columnar neuron T1	FlyBase:FBrf0262545
34458	TmY15		ol_intrinsic					TmY15				FBbt:00048246	transmedullary Y neuron TmY15	FlyBase:FBrf0262545
57310	L2		ol_intrinsic					L2				FBbt:00003720	lamina monopolar neuron L2	FlyBase:FBrf0262545
51099	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
21082	Tlp14		ol_intrinsic					Tlp14				FBbt:00052866	translobula plate neuron Tlp14	FlyBase:FBrf0262545
113821	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
122474	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
108363	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
549156	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
103078	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
37438	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
126414	L3		ol_intrinsic					L3				FBbt:00003721	lamina monopolar neuron L3	FlyBase:FBrf0262545
41586	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
144262	Dm2		ol_intrinsic					Dm2				FBbt:00003769	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
145017	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
49198	Tm2		ol_intrinsic					Tm2				FBbt:00003790	transmedullary neuron Tm2	FlyBase:FBrf0262545
49671	Tm32		ol_intrinsic					Tm33				FBbt:00053514	transmedullary neuron Tm32	FlyBase:FBrf0262545
46531	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
58385	Tm34		ol_intrinsic					Tm32				FBbt:00053516	transmedullary neuron Tm34	FlyBase:FBrf0262545
116266	TmY18		ol_intrinsic					Tm27				FBbt:00049515	transmedullary Y neuron TmY18	FlyBase:FBrf0262545
550851	L2		ol_intrinsic					L2				FBbt:00003720	lamina monopolar neuron L2	FlyBase:FBrf0262545
76111	Tm32		ol_intrinsic					Tm33				FBbt:00053514	transmedullary neuron Tm32	FlyBase:FBrf0262545
132831	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
86960	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
143205	Cm2		ol_intrinsic					Sm01				FBbt:20011369	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
146987	Cm4		ol_intrinsic					Sm03				FBbt:20011382	adult central medulla intrinsic neuron Cm4	FlyBase:FBrf0262545
138558	Mi2		ol_intrinsic					Mi2				FBbt:00003777	medulla intrinsic neuron Mi2	FlyBase:FBrf0262545
83913	TmY4		ol_intrinsic					TmY4				FBbt:00003821	transmedullary Y neuron TmY4	FlyBase:FBrf0262545
527528	TmY20		ol_intrinsic					TmY20				FBbt:00052860	transmedullary Y neuron TmY20	FlyBase:FBrf0262545
128306	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
124785	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
103877	Tm4		ol_intrinsic					Tm4				FBbt:00003792	transmedullary neuron Tm4	FlyBase:FBrf0262545
91230	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
69125	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
186637	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
26151	TmY15		ol_intrinsic					TmY15				FBbt:00048246	transmedullary Y neuron TmY15	FlyBase:FBrf0262545
221992964	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
102503	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
42676	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
89555	Tm32		ol_intrinsic					Tm33				FBbt:00053514	transmedullary neuron Tm32	FlyBase:FBrf0262545
113466	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
122286	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
41454	Lawf1		ol_intrinsic					Lawf1				FBbt:00003741	lamina wide-field 1 neuron	FlyBase:FBrf0262545
114314	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
199943	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
121840	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
530587	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
120269	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
80476	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
66463	Mi10		ol_intrinsic					Mi10				FBbt:00003785	medulla intrinsic neuron Mi10	FlyBase:FBrf0262545
45541	TmY17		ol_intrinsic					TmY31				FBbt:20011496	adult transmedullary Y neuron TmY17	FlyBase:FBrf0262545
63065	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
581291	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
124740	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
36994	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
143299	T5d		ol_intrinsic					T5d				FBbt:00003740	T5d neuron	FlyBase:FBrf0262545
536894	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
114258	Li21		ol_intrinsic					Li05				FBbt:20007263	adult lobula intrinsic neuron Li21	FlyBase:FBrf0262545
118054	Tm6		ol_intrinsic					Tm21				FBbt:00003794	transmedullary neuron Tm6	FlyBase:FBrf0262545
156655	Tm5b		ol_intrinsic					Tm5b				FBbt:00110073	transmedullary neuron Tm5b	FlyBase:FBrf0262545
96705	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
147187	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
56782	Mi14		ol_intrinsic					Mi14				FBbt:00111284	medulla intrinsic neuron Mi14	FlyBase:FBrf0262545
184180	Mi2		ol_intrinsic					Mi2				FBbt:00003777	medulla intrinsic neuron Mi2	FlyBase:FBrf0262545
18832	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
119164	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
106055	T5d		ol_intrinsic					T5d				FBbt:00003740	T5d neuron	FlyBase:FBrf0262545
34066	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
517129	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
46579	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
153395	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
121354	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
218806	Dm2		ol_intrinsic					Dm2				FBbt:00003769	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
114575	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
57496	Y14		ol_intrinsic					Y4				FBbt:00003915	Y neuron Y4	FlyBase:FBrf0262545
19437	Pm4		ol_intrinsic					Pm05				FBbt:00111282	proximal medullary amacrine neuron Pm4	FlyBase:FBrf0262545
