accession	type	class	superclass	subclass	fruDsx	synonyms	hemibrainType	flywireType	mancType	somaNeuromere	specificity	FBbt_id	FBbt_name	references
75307	SMP591		cb_intrinsic				SMP591	SMP591		CG		FBbt:20003453	adult superior medial protocerebrum neuron 591	
38822	AMMC016		cb_intrinsic					CB2313		MX		FBbt:20005875	adult CB2313 neuron	
121113	CB3250		cb_intrinsic				CRE084,SMP474	CB3250				FBbt:20006725	adult CB3250 neuron	
14608	SMP148		cb_intrinsic				SMP148	AOTUv1A_T01				FBbt:20003010	adult superior medial protocerebrum neuron 148	
11860	IB115		cb_intrinsic				IB115	IB115				FBbt:20001292	adult inferior bridge neuron 115	
14538	AVLP034		cb_intrinsic				AVLP034	AVLP034				FBbt:20000143	adult anterior ventrolateral protocerebrum neuron 034	
18254	SLP270		cb_intrinsic		fru_low		SLP270	SLP270				FBbt:20002664	adult superior lateral protocerebrum neuron 270	
14954	SLP457		cb_intrinsic				SLP457	SLP457				FBbt:20002851	adult superior lateral protocerebrum neuron 457	
29799	CRE027		cb_intrinsic				CRE027	CRE027				FBbt:20001096	adult crepine neuron 027	
12060	SLP238		cb_intrinsic				SLP238	SLP238		DC		FBbt:20002632	adult superior lateral protocerebrum neuron 238	
87720	AOTU004		cb_intrinsic		fru_high	Cachero 2010: aSP-j; Yu 2010: aSP12	AOTU004	CB0361				FBbt:20004144	adult CB0361 neuron	
21921	IB051		cb_intrinsic				IB051	IB051				FBbt:20001228	adult inferior bridge neuron 051	
78150	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
11896	GNG087		cb_intrinsic			Shiu 2022: Scapula		CB0219				FBbt:20004033	adult CB0219 neuron	
514252	AVLP488		cb_intrinsic				AVLP488	AVLP488				FBbt:20000597	adult anterior ventrolateral protocerebrum neuron 488	
515797	PS215		cb_intrinsic				PS215	PS215				FBbt:20001970	adult posterior slope neuron 215	
12410	GNG034		cb_intrinsic					CB0468		LB		FBbt:20004232	adult CB0468 neuron	
536253	LAL087		cb_intrinsic				LAL087	LAL087				FBbt:20001383	adult lateral accessory lobe neuron 087	
52513	KCa'b'-ap1	Kenyon_Cell	cb_intrinsic				KCa'b'-ap1	KCapbp-ap1				FBbt:00049836	alpha'/beta' anterior-posterior type 1 Kenyon cell	
113394	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
522440	CB1260		cb_intrinsic				PS255,PS256,PS257,PS258	CB1260				FBbt:20004926	adult CB1260 neuron	
50025	CB1008		cb_intrinsic		fru_high	Cachero 2010: aDT-h; Yu 2010: aDT6		CB1008				FBbt:20004693	adult CB1008 neuron	
62012	CB3010		cb_intrinsic					CB3010				FBbt:20006512	adult CB3010 neuron	
17161	VES019		cb_intrinsic				VES019	VES019				FBbt:20003485	adult vest neuron 019	
514581	CB2377		cb_intrinsic					CB2377				FBbt:20005934	adult CB2377 neuron	
63499	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
131568	M_vPNml83	ALPN	cb_intrinsic				M_vPNml83	M_vPNml83				FBbt:20003858	adult multiglomerular antennal lobe projection neuron type 83 vPN	
85434	AVLP463		cb_intrinsic				AVLP463	CB1936				FBbt:20005530	adult CB1936 neuron	
21190	CB1852		cb_intrinsic		fru_high	Cachero 2010: aIP-e; Yu 2010: aSP9; Ruta 2010: LC2		CB1852				FBbt:20005451	adult CB1852 neuron	
13094	ER4d	CX	cb_intrinsic				ER4d	ER4d				FBbt:00007538	adult ellipsoid body ring neuron R4d	
518648	CL321		cb_intrinsic				CL321	CL321		CG		FBbt:20001026	adult clamp neuron 321	
180332	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
525015	CL249		cb_intrinsic				CL249	CB0257				FBbt:20004066	adult CB0257 neuron	
525676	AVLP048		cb_intrinsic				AVLP048	AVLP048				FBbt:20000157	adult anterior ventrolateral protocerebrum neuron 048	
532330	LHAD2c2		cb_intrinsic				LHAD2c2	LHAD2c2				FBbt:00051612	adult lateral horn AD2c2 neuron	
11804	CL069		cb_intrinsic				CL069	CL069				FBbt:20000774	adult clamp neuron 069	
116553	KCg-m	Kenyon_Cell	cb_intrinsic				KCg-m	KCg-m				FBbt:00111061	gamma main Kenyon cell	
103187	CB1896		cb_intrinsic					CB1896				FBbt:20005492	adult CB1896 neuron	
18185	SMP116		cb_intrinsic				SMP116	SMP116				FBbt:20002978	adult superior medial protocerebrum neuron 116	
18752	CL208		cb_intrinsic				CL208	CL208		CG		FBbt:20000913	adult clamp neuron 208	
111352	LAL187		cb_intrinsic				LAL187	LAL187				FBbt:20001483	adult lateral accessory lobe neuron 187	
94897	PLP172		cb_intrinsic				PLP172	PLP172				FBbt:20001672	adult posterior lateral protocerebrum neuron 172	
13067	LAL012		cb_intrinsic				LAL012	LAL012				FBbt:20001308	adult lateral accessory lobe neuron 012	
25972	CB1300		cb_intrinsic				LHPV8b1,LHPV8d1	CB1300		CG		FBbt:20004964	adult CB1300 neuron	
25043	AVLP338		cb_intrinsic		fru_low	Cachero 2010: aIP-g; Yu 2010: pIP6	AVLP338	CB3382				FBbt:20006845	adult CB3382 neuron	
86830	CB3055		cb_intrinsic					CB3055				FBbt:20006553	adult CB3055 neuron	
33557	PVLP065		cb_intrinsic				PVLP065	PVLP065				FBbt:20002123	adult posterior ventrolateral protocerebrum neuron 065	
512326	PPL105	DAN	cb_intrinsic				PPL105	PPL105				FBbt:00100236	mushroom body vertical lobe arborizing neuron 1	
35453	SLP328		cb_intrinsic				SLP328	CB3775				FBbt:20007194	adult CB3775 neuron	
39883	hDeltaF	CX	cb_intrinsic				hDeltaF	hDeltaF				FBbt:00052282	adult fan-shaped body horizontal delta neuron F	
20279	PFL1	CX	cb_intrinsic				PFL1	PFL1				FBbt:00111433	protocerebral bridge 1 glomerulus-fan-shaped body layer 2-lateral accessory lobe-crepine neuron	
519869	M_adPNm8	ALPN	cb_intrinsic				M_adPNm8	M_adPNm8				FBbt:20003794	adult multiglomerular antennal lobe projection neuron type 8 adPN	
520789	AVLP613		cb_intrinsic					CB0101				FBbt:20003946	adult CB0101 neuron	
12667	VA1v_adPN	ALPN	cb_intrinsic		fru_high	Cachero 2010: aDT-a; Yu 2010: aDT3	VA1v_adPN	VA1v_adPN				FBbt:00067361	adult antennal lobe projection neuron VA1v adPN	
20835	MBON23	MBON	cb_intrinsic				MBON23	MBON23				FBbt:00049113	mushroom body output neuron 23	
59170	VES049		cb_intrinsic				VES049	VES049		CG		FBbt:20003515	adult vest neuron 049	
32099	SMP274		cb_intrinsic				SMP274	CB3489				FBbt:20006942	adult CB3489 neuron	
13136	PVLP002		cb_intrinsic				PVLP002	PVLP002				FBbt:20002060	adult posterior ventrolateral protocerebrum neuron 002	
532947	VES073		cb_intrinsic		fru_high	Cachero 2010: pIP-g	VES073	VES073		CG		FBbt:20003539	adult vest neuron 073	
10647	lLN8	ALLN	cb_intrinsic				lLN8	lLN8		DC		FBbt:20003742	adult antennal lobe local neuron lLN8	
34312	CB3739		cb_intrinsic					CB3739		MX		FBbt:20007162	adult CB3739 neuron	
133427	MBON10	MBON	cb_intrinsic				MBON10	MBON10				FBbt:00111008	mushroom body output neuron 10	
98388	PS042		cb_intrinsic				PS042	CB1270				FBbt:20004936	adult CB1270 neuron	
10325	AVLP572		cb_intrinsic				AVLP572	AVLP572				FBbt:20000681	adult anterior ventrolateral protocerebrum neuron 572	
15731	AVLP447		cb_intrinsic				AVLP447	AVLP447				FBbt:20000556	adult anterior ventrolateral protocerebrum neuron 447	
131537	PFNp_c	CX	cb_intrinsic				PFNp_c	PFNp				FBbt:00111404	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 posterior domain neuron	
140363	CL048		cb_intrinsic				CL048	CL048				FBbt:20000753	adult clamp neuron 048	
75650	KCa'b'-ap1	Kenyon_Cell	cb_intrinsic				KCa'b'-ap1	KCapbp-ap1				FBbt:00049836	alpha'/beta' anterior-posterior type 1 Kenyon cell	
515423	CB2342		cb_intrinsic					CB2342				FBbt:20005900	adult CB2342 neuron	
141703	AOTU001		cb_intrinsic		fru_low	Cachero 2010: aSP-j; Yu 2010: aSP12	AOTU001	CB3127				FBbt:20006616	adult CB3127 neuron	
555969	l2LN22	ALLN	cb_intrinsic				l2LN22	l2LN22		DC		FBbt:20003738	adult antennal lobe local neuron l2LN22	
15441	LAL154		cb_intrinsic				LAL154	LAL154				FBbt:20001450	adult lateral accessory lobe neuron 154	
60787	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
53512	CB1685		cb_intrinsic					CB1685				FBbt:20005302	adult CB1685 neuron	
50123	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
520811	PFL3	CX	cb_intrinsic				PFL3	PFL3				FBbt:00111443	adult protocerebral bridge 1 glomerulus-fan-shaped body layers 4 and 5-unilateral lateral accessory lobe neuron	
40142	AVLP484		cb_intrinsic				AVLP484	CB1660				FBbt:20005280	adult CB1660 neuron	
22607	AVLP449		cb_intrinsic				AVLP449	AVLP449				FBbt:20000558	adult anterior ventrolateral protocerebrum neuron 449	
521687	AVLP477		cb_intrinsic				AVLP477	AVLP477				FBbt:20000586	adult anterior ventrolateral protocerebrum neuron 477	
38800	CB2431		cb_intrinsic					CB2431		MX		FBbt:20005985	adult CB2431 neuron	
24626	WED127		cb_intrinsic				WED127	WED127		CG		FBbt:20003677	adult wedge neuron 127	
77377	WED095		cb_intrinsic				WED095	WED095		CG		FBbt:20003645	adult wedge neuron 095	
34583	AVLP149		cb_intrinsic				AVLP149	AVLP149		CG		FBbt:20000258	adult anterior ventrolateral protocerebrum neuron 149	
31689	CB2377		cb_intrinsic					CB2377				FBbt:20005934	adult CB2377 neuron	
23621	LAL025		cb_intrinsic				LAL025	LAL025				FBbt:20001321	adult lateral accessory lobe neuron 025	
74549	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
11942	SMP051		cb_intrinsic		fru_low	Cachero 2010: aSP-b; Yu 2010: aSP1	SMP051	SMP051				FBbt:20002913	adult superior medial protocerebrum neuron 051	
35162	SMP568_d		cb_intrinsic				SMP568_d	SMP568				FBbt:20003430	adult superior medial protocerebrum neuron 568	
81153	CB1087		cb_intrinsic					CB1087				FBbt:20004766	adult CB1087 neuron	
12506	ExR6	CX	cb_intrinsic				ExR6	ExR6		CG		FBbt:00051229	adult ellipsoid body extrinsic ring neuron ExR6	
22923	hDeltaM	CX	cb_intrinsic		fru_low		hDeltaM	hDeltaM				FBbt:00052289	adult fan-shaped body horizontal delta neuron M	
15257	CL252		cb_intrinsic				CL252	CL252				FBbt:20000957	adult clamp neuron 252	
10333	PS306		cb_intrinsic					CB0527				FBbt:20004280	adult CB0527 neuron	
43903	PLP158		cb_intrinsic				PLP158	PLP158				FBbt:20001658	adult posterior lateral protocerebrum neuron 158	
177085	KCab-m	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
11841	CB1301		cb_intrinsic		fru_low	Cachero 2010: aIP-b	AVLP413,AVLP412,AVLP414	CB1301				FBbt:20004965	adult CB1301 neuron	
103621	M_adPNm5	ALPN	cb_intrinsic				M_adPNm5	M_adPNm5				FBbt:20003791	adult multiglomerular antennal lobe projection neuron type 5 adPN	
80747	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
23090	hDeltaB	CX	cb_intrinsic		fru_low		hDeltaB	hDeltaB				FBbt:00052278	adult fan-shaped body horizontal delta neuron B	
49429	PS033_a		cb_intrinsic				PS033	CB1014				FBbt:20004699	adult CB1014 neuron	
11521	VP1m_l2PN	ALPN	cb_intrinsic				VP1m_l2PN	VP1m_l2PN		DC		FBbt:00049729	adult antennal lobe projection neuron VP1m l2PN	
132549	CB1946		cb_intrinsic					CB1946				FBbt:20005539	adult CB1946 neuron	
112723	PFNp_e	CX	cb_intrinsic				PFNp_e	PFNp				FBbt:00111404	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 posterior domain neuron	
13064	DA1_lPN	ALPN	cb_intrinsic		fru_high	Cachero 2010: aDT-e	DA1_lPN	DA1_lPN		DC		FBbt:00067363	adult antennal lobe projection neuron DA1 lPN	
22072	LAL115		cb_intrinsic				LAL115	LAL115				FBbt:20001411	adult lateral accessory lobe neuron 115	
11634	CRE041		cb_intrinsic				CRE041	CRE041				FBbt:20001110	adult crepine neuron 041	
381148	CL031		cb_intrinsic				CL031	CL031				FBbt:20000736	adult clamp neuron 031	
520623	LHPV11a1		cb_intrinsic				LHPV11a1	LHPV11a1		CG		FBbt:00051778	adult lateral horn PV11a1 neuron	
12723	AVLP591		cb_intrinsic				AVLP591	AVLP591				FBbt:20000700	adult anterior ventrolateral protocerebrum neuron 591	
19065	CRE007		cb_intrinsic		fru_low	Cachero 2010: aSP-c	CRE007	CRE007				FBbt:20001076	adult crepine neuron 007	
524073	EPG	CX	cb_intrinsic				EPG	EPG				FBbt:00047030	adult ellipsoid body-protocerebral bridge 1 glomerulus-dorsal/ventral gall neuron	
12399	AVLP555		cb_intrinsic				AVLP555	AVLP555				FBbt:20000664	adult anterior ventrolateral protocerebrum neuron 555	
20312	CB3630		cb_intrinsic				AVLP057,AVLP058	CB3630				FBbt:20007067	adult CB3630 neuron	
29713	EL	CX	cb_intrinsic				EL	EL				FBbt:00049180	adult ellipsoid body-dorsal gall surround neuron	
45402	CB3140		cb_intrinsic					CB3140				FBbt:20006627	adult CB3140 neuron	
10356	LHPV5e3		cb_intrinsic				LHPV5e3	LHPV5e3				FBbt:00051519	adult lateral horn PV5e3 neuron	
43302	CB3343		cb_intrinsic					CB3343				FBbt:20006809	adult CB3343 neuron	
27094	CB1418		cb_intrinsic					CB1418				FBbt:20005064	adult CB1418 neuron	
143120	PAM10	DAN	cb_intrinsic				PAM10	PAM10				FBbt:00110994	dopaminergic PAM neuron 10	
18840	DL3_lPN	ALPN	cb_intrinsic		fru_low	Cachero 2010: aDT-e	DL3_lPN	DL3_lPN		DC		FBbt:00067364	adult antennal lobe projection neuron DL3 lPN	
15966	WED106		cb_intrinsic				WED106	CB3655				FBbt:20007089	adult CB3655 neuron	
54099	PVLP128		cb_intrinsic				PVLP128	PLP164				FBbt:20001664	adult posterior lateral protocerebrum neuron 164	
15289	AVLP162		cb_intrinsic				AVLP162	AVLP162				FBbt:20000271	adult anterior ventrolateral protocerebrum neuron 162	
99751	CB1824	ALLN	cb_intrinsic					CB1824		DC		FBbt:20005427	adult CB1824 neuron	
13179	GNG166		cb_intrinsic					CB0456		GNG		FBbt:20004221	adult CB0456 neuron	
53812	LHAV1a3		cb_intrinsic				LHAV1a3	LHAV1a3		CG		FBbt:00049333	adult lateral horn AV1a3 neuron	
13689	AMMC026		cb_intrinsic					CB0980		MD		FBbt:20004667	adult CB0980 neuron	
13773	VES018		cb_intrinsic				VES018	VES018				FBbt:20003484	adult vest neuron 018	
14495	CL216		cb_intrinsic				CL216	CL216		CG		FBbt:20000921	adult clamp neuron 216	
14526	M_lvPNm37	ALPN	cb_intrinsic				M_lvPNm37	M_lvPNm37		TC		FBbt:20003817	adult multiglomerular antennal lobe projection neuron type 37 lvPN	
67359	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
536212	CL187		cb_intrinsic				CL187	CL187				FBbt:20000892	adult clamp neuron 187	
10044	SMP108		cb_intrinsic				SMP108	SMP108				FBbt:20002970	adult superior medial protocerebrum neuron 108	
12920	SMP588		cb_intrinsic				SMP588	SMP588		CG		FBbt:20003450	adult superior medial protocerebrum neuron 588	
66554	PLP173		cb_intrinsic				PLP173	PLP173				FBbt:20001673	adult posterior lateral protocerebrum neuron 173	
21157	CRE090		cb_intrinsic		fru_low	Cachero 2010: pMP-a; Yu 2010: pMP5	CRE090	CB3215				FBbt:20006695	adult CB3215 neuron	
167414	LHPV5a1		cb_intrinsic				LHPV5a1	LHPV5a1		CG		FBbt:00049407	adult lateral horn PV5a1 neuron	
109540	CB1055		cb_intrinsic					CB1055		CG		FBbt:20004736	adult CB1055 neuron	
99925	M_lvPNm41	ALPN	cb_intrinsic				M_lvPNm41	M_lvPNm41		TC		FBbt:20003820	adult multiglomerular antennal lobe projection neuron type 41 lvPN	
953362	KCab-m	Kenyon_Cell	cb_intrinsic					KCab				FBbt:00100248	alpha/beta Kenyon cell	
45066	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
159834	SIP021_a		cb_intrinsic				SIP021	CB2250				FBbt:20005819	adult CB2250 neuron	
144967	WED143_c		cb_intrinsic				WED143	CB1046				FBbt:20004728	adult CB1046 neuron	
110198	CB2845	ALLN	cb_intrinsic					CB2845		DC		FBbt:20006359	adult CB2845 neuron	
48890	CB1856		cb_intrinsic					CB1856				FBbt:20005455	adult CB1856 neuron	
524224	GNG101		cb_intrinsic					CB0060		LB		FBbt:20003912	adult CB0060 neuron	
11128	AVLP085		cb_intrinsic				AVLP085	AVLP085				FBbt:20000194	adult anterior ventrolateral protocerebrum neuron 085	
86750	LAL050		cb_intrinsic		fru_low		LAL050,LAL062	CB3033				FBbt:20006533	adult CB3033 neuron	
10804	MBON20	MBON	cb_intrinsic				MBON20	MBON20				FBbt:00111013	mushroom body output neuron 20	
29332	IB022		cb_intrinsic				IB022	IB022				FBbt:20001199	adult inferior bridge neuron 022	
13352	SLP374		cb_intrinsic				SLP374	SLP374				FBbt:20002768	adult superior lateral protocerebrum neuron 374	
26796	IB066		cb_intrinsic				IB066	IB066				FBbt:20001243	adult inferior bridge neuron 066	
64172	AVLP560		cb_intrinsic				AVLP560	AVLP560				FBbt:20000669	adult anterior ventrolateral protocerebrum neuron 560	
23903	CRE088		cb_intrinsic		fru_high		CRE088	CRE088				FBbt:20001157	adult crepine neuron 088	
531863	AOTU012		cb_intrinsic				AOTU012	AOTU012				FBbt:20000011	adult anterior optic tubercle neuron 012	
555829	PS176		cb_intrinsic				PS176	PS176				FBbt:20001931	adult posterior slope neuron 176	
49100	AOTU062		cb_intrinsic		fru_low	Cachero 2010: pIP-e; Yu 2010: pIP5	AOTU062	AOTU062		CG		FBbt:20000061	adult anterior optic tubercle neuron 062	
100544	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
167073	PAM14	DAN	cb_intrinsic		fru_low	Cachero 2010: aDT-b; Yu 2010: aDT2	PAM14	PAM14				FBbt:00111024	dopaminergic PAM neuron 14	
226132	CB2550		cb_intrinsic				SIP001,SIP002	CB2550				FBbt:20006091	adult CB2550 neuron	
85570	LAL031		cb_intrinsic				LAL031	LAL031				FBbt:20001327	adult lateral accessory lobe neuron 031	
12840	DA4l_adPN	ALPN	cb_intrinsic				DA4l_adPN	DA4l_adPN				FBbt:00100367	adult antennal lobe projection neuron DA4l adPN	
23732	M_lvPNm27	ALPN	cb_intrinsic	BI			M_lvPNm27	M_lvPNm27		TC		FBbt:20003808	adult multiglomerular antennal lobe projection neuron type 27 lvPN	
12217	SAD105		cb_intrinsic					CB0469		MD		FBbt:20004233	adult CB0469 neuron	
32396	SMP092		cb_intrinsic				SMP092	SMP092				FBbt:20002954	adult superior medial protocerebrum neuron 092	
11414	ATL037		cb_intrinsic				ATL037	ATL037				FBbt:20000101	adult antler neuron 037	
42066	SAD019		cb_intrinsic				SAD019	SAD011				FBbt:20002220	adult saddle neuron 011	
514856	VES050		cb_intrinsic				VES050	VES050		CG		FBbt:20003516	adult vest neuron 050	
178647	LAL110		cb_intrinsic				LAL110	LAL110				FBbt:20001406	adult lateral accessory lobe neuron 110	
506679	CL166		cb_intrinsic				CL166	CL166				FBbt:20000871	adult clamp neuron 166	
15609	WED023		cb_intrinsic				WED023	WED023				FBbt:20003573	adult wedge neuron 023	
519144	EPG	CX	cb_intrinsic				EPG	EPG				FBbt:00047030	adult ellipsoid body-protocerebral bridge 1 glomerulus-dorsal/ventral gall neuron	
22406	SMP172		cb_intrinsic				SMP172	SMP172				FBbt:20003034	adult superior medial protocerebrum neuron 172	
46430	v2LN32	ALLN	cb_intrinsic				v2LN32	v2LN32				FBbt:20003758	adult antennal lobe local neuron v2LN32	
38510	VM5d_adPN	ALPN	cb_intrinsic		fru_low	Cachero 2010: aDT-a; Yu 2010: aDT3	VM5d_adPN	VM5d_adPN				FBbt:00100385	adult antennal lobe projection neuron VM5d adPN	
28312	CL152		cb_intrinsic				CL152	CL152				FBbt:20000857	adult clamp neuron 152	
46398	KCab-p	Kenyon_Cell	cb_intrinsic				KCab-p	KCab-p				FBbt:00110931	alpha/beta posterior Kenyon cell	
523034	PFL1	CX	cb_intrinsic				PFL1	PFL1				FBbt:00111433	protocerebral bridge 1 glomerulus-fan-shaped body layer 2-lateral accessory lobe-crepine neuron	
43657	CB0061		cb_intrinsic					CB0061				FBbt:20003913	adult CB0061 neuron	
51328	SAD009		cb_intrinsic				SAD009	SAD009				FBbt:20002218	adult saddle neuron 009	
141659	KCg-m	Kenyon_Cell	cb_intrinsic				KCg-m	KCg-m				FBbt:00111061	gamma main Kenyon cell	
16508	M_lvPNm24	ALPN	cb_intrinsic				M_lvPNm24	M_lvPNm24		TC		FBbt:20003805	adult multiglomerular antennal lobe projection neuron type 24 lvPN	
64301	LAL153		cb_intrinsic		fru_low		LAL153	LAL153		CG		FBbt:20001449	adult lateral accessory lobe neuron 153	
12431	SMP577		cb_intrinsic		fru_low		SMP577	SMP577				FBbt:20003439	adult superior medial protocerebrum neuron 577	
104473	PFNp_b	CX	cb_intrinsic				PFNp_b	PFNp				FBbt:00111404	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 posterior domain neuron	
152385	PAM08	DAN	cb_intrinsic		fru_low	Cachero 2010: aDT-b; Yu 2010: aDT2	PAM08	PAM08				FBbt:00111020	dopaminergic PAM neuron 8	
536264	hDeltaK	CX	cb_intrinsic				hDeltaK	hDeltaK				FBbt:00052287	adult fan-shaped body horizontal delta neuron K	
11125	AVLP610		cb_intrinsic					CB0623		MX		FBbt:20004361	adult CB0623 neuron	
529839	SIP027		cb_intrinsic				SIP027	SIP027				FBbt:20002331	adult superior intermediate protocerebrum neuron 027	
49186	SMP341		cb_intrinsic				SMP341	SMP341				FBbt:20003203	adult superior medial protocerebrum neuron 341	
37075	CB1545	ALLN	cb_intrinsic					CB1545				FBbt:20005182	adult CB1545 neuron	
149599	LHPV3a2		cb_intrinsic				LHPV3a2	LHPV3a2				FBbt:00051800	adult lateral horn PV3a2 neuron	
512615	CB1078		cb_intrinsic		fru_high	Cachero 2010: aDT-e		CB1078		DC		FBbt:20004758	adult CB1078 neuron	
94846	PLP013		cb_intrinsic				PLP013	PLP013				FBbt:20001513	adult posterior lateral protocerebrum neuron 013	
11672	PS307		cb_intrinsic					CB0567				FBbt:20004314	adult CB0567 neuron	
19837	WED016		cb_intrinsic				WED016	WED016				FBbt:20003566	adult wedge neuron 016	
82437	CB2870		cb_intrinsic					CB2870				FBbt:20006383	adult CB2870 neuron	
57639	CRE104		cb_intrinsic				CRE104	CRE104				FBbt:20001173	adult crepine neuron 104	
73039	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
34743	PVLP033		cb_intrinsic				PVLP033	PVLP033				FBbt:20002091	adult posterior ventrolateral protocerebrum neuron 033	
15178	CB0259		cb_intrinsic					CB0259				FBbt:20004068	adult CB0259 neuron	
86811	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
