systematicType	type	FBbt_id	FBbt_name	notes	mapping_ref	specificity
IN23B048	IN23B048	FBbt:20010772	adult IN23B048 neuron			
IN23B049	IN23B049	FBbt:20010773	adult IN23B049 neuron			
IN23B050	IN23B050	FBbt:20010774	adult IN23B050 neuron			
IN23B051	IN23B051	FBbt:20010775	adult IN23B051 neuron			
IN23B052	IN23B052	FBbt:20010776	adult IN23B052 neuron			
IN23B053	IN23B053	FBbt:20010777	adult IN23B053 neuron			
IN23B054	IN23B054	FBbt:20010778	adult IN23B054 neuron			
IN23B055	IN23B055	FBbt:20010779	adult IN23B055 neuron			
IN23B056	IN23B056	FBbt:20010780	adult IN23B056 neuron			
IN23B057	IN23B057	FBbt:20010781	adult IN23B057 neuron			
IN23B058	IN23B058	FBbt:20010782	adult IN23B058 neuron			
IN23B059	IN23B059	FBbt:20010783	adult IN23B059 neuron			
IN23B060	IN23B060	FBbt:20010784	adult IN23B060 neuron			
IN23B061	IN23B061	FBbt:20010785	adult IN23B061 neuron			
IN23B062	IN23B062	FBbt:20010786	adult IN23B062 neuron			
IN23B063	IN23B063	FBbt:20010787	adult IN23B063 neuron			
IN23B064	IN23B064	FBbt:20010788	adult IN23B064 neuron			
IN23B065	IN23B065	FBbt:20010789	adult IN23B065 neuron			
IN23B066	IN23B066	FBbt:20010790	adult IN23B066 neuron			
IN23B067	IN23B067	FBbt:20010791	adult IN23B067 neuron			
IN23B068	IN23B068	FBbt:20010792	adult IN23B068 neuron			
IN23B069	IN23B069	FBbt:20010793	adult IN23B069 neuron			
IN23B070	IN23B070	FBbt:20010794	adult IN23B070 neuron			
IN23B071	IN23B071	FBbt:20010795	adult IN23B071 neuron			
IN23B072	IN23B072	FBbt:20010796	adult IN23B072 neuron			
IN23B073	IN23B073	FBbt:20010797	adult IN23B073 neuron			
IN23B074	IN23B074	FBbt:20010798	adult IN23B074 neuron			
IN23B075	IN23B075	FBbt:20010799	adult IN23B075 neuron			
IN23B076	IN23B076	FBbt:20010800	adult IN23B076 neuron			
IN23B077	IN23B077	FBbt:20010801	adult IN23B077 neuron			
IN23B078	IN23B078	FBbt:20010802	adult IN23B078 neuron			
IN23B079	IN23B079	FBbt:20010803	adult IN23B079 neuron			
IN23B080	IN23B080	FBbt:20010804	adult IN23B080 neuron			
IN23B081	IN23B081	FBbt:20010805	adult IN23B081 neuron			
IN23B082	IN23B082	FBbt:20010806	adult IN23B082 neuron			
IN23B083	IN23B083	FBbt:20010807	adult IN23B083 neuron			
IN23B084	IN23B084	FBbt:20010808	adult IN23B084 neuron			
IN23B085	IN23B085	FBbt:20010809	adult IN23B085 neuron			
IN23B086	IN23B086	FBbt:20010810	adult IN23B086 neuron			
IN23B087	IN23B087	FBbt:20010811	adult IN23B087 neuron			
IN23B088	IN23B088	FBbt:20010812	adult IN23B088 neuron			
IN23B089	IN23B089	FBbt:20010813	adult IN23B089 neuron			
IN23B090	IN23B090	FBbt:20010814	adult IN23B090 neuron			
IN23B091	IN23B091	FBbt:20010815	adult IN23B091 neuron			
IN23B092	IN23B092	FBbt:20010816	adult IN23B092 neuron			
IN23B093	IN23B093	FBbt:20010817	adult IN23B093 neuron			
IN23B094	IN23B094	FBbt:20010818	adult IN23B094 neuron			
IN26X001	IN26X001	FBbt:20010819	adult IN26X001 neuron			
IN26X002	IN26X002	FBbt:20010820	adult IN26X002 neuron			
IN26X003	IN26X003	FBbt:20010821	adult IN26X003 neuron			
IN27X001	IN27X001	FBbt:20010822	adult IN27X001 neuron			
IN27X002	IN27X002	FBbt:20004148	adult IN27X002 neuron			
IN27X002	vMS17	FBbt:00053052	adult fruitless vMS17 neuron			
IN27X003	IN27X003	FBbt:20010823	adult IN27X003 neuron			
IN27X004	IN27X004	FBbt:20010824	adult IN27X004 neuron			
IN27X005	IN27X005	FBbt:20010825	adult IN27X005 neuron			
IN27X007	IN27X007	FBbt:20010826	adult IN27X007 neuron			
IN27X014	IN27X014	FBbt:20010827	adult IN27X014 neuron			
INXXX003	INXXX003	FBbt:20010828	adult INXXX003 neuron			
INXXX004	INXXX004	FBbt:20010829	adult INXXX004 neuron			
INXXX007	INXXX007	FBbt:20010830	adult INXXX007 neuron			
INXXX008	INXXX008	FBbt:20010831	adult INXXX008 neuron			
INXXX011	INXXX011	FBbt:00053083	wing projection neuron 1			
INXXX019	INXXX019	FBbt:20010832	adult INXXX019 neuron			
INXXX022	INXXX022	FBbt:20010833	adult INXXX022 neuron			
INXXX023	INXXX023	FBbt:20010834	adult INXXX023 neuron			
INXXX025	INXXX025	FBbt:20010835	adult INXXX025 neuron			
INXXX027	INXXX027	FBbt:20010836	adult INXXX027 neuron			
INXXX029	INXXX029	FBbt:20010837	adult INXXX029 neuron			
INXXX031	INXXX031	FBbt:20010838	adult INXXX031 neuron			
INXXX032	INXXX032	FBbt:20010839	adult INXXX032 neuron			
INXXX034	INXXX034	FBbt:20010840	adult INXXX034 neuron			
INXXX035	INXXX035	FBbt:20010841	adult INXXX035 neuron			
INXXX036	INXXX036	FBbt:20010842	adult INXXX036 neuron			
INXXX038	INXXX038	FBbt:20010843	adult INXXX038 neuron			
INXXX039	INXXX039	FBbt:20010844	adult INXXX039 neuron			
INXXX042	INXXX042	FBbt:20010845	adult INXXX042 neuron			
INXXX044	INXXX044	FBbt:20010846	adult INXXX044 neuron			
INXXX045	INXXX045	FBbt:20010847	adult INXXX045 neuron			
INXXX048	INXXX048	FBbt:20010848	adult INXXX048 neuron			
INXXX052	INXXX052	FBbt:20010849	adult INXXX052 neuron			
INXXX053	INXXX053	FBbt:20010850	adult INXXX053 neuron			
INXXX054	INXXX054	FBbt:20010851	adult INXXX054 neuron			
INXXX056	INXXX056	FBbt:20010852	adult INXXX056 neuron			
INXXX058	INXXX058	FBbt:20010853	adult INXXX058 neuron			
INXXX062	INXXX062	FBbt:20010854	adult INXXX062 neuron			
INXXX063	INXXX063	FBbt:20010855	adult INXXX063 neuron			
INXXX064	INXXX064	FBbt:20010856	adult INXXX064 neuron			
INXXX065	INXXX065	FBbt:20010857	adult INXXX065 neuron			
INXXX066	INXXX066	FBbt:20010858	adult INXXX066 neuron			
INXXX069	INXXX069	FBbt:20010859	adult INXXX069 neuron			
INXXX073	INXXX073	FBbt:20010860	adult INXXX073 neuron			
INXXX076	INXXX076	FBbt:20010861	adult INXXX076 neuron			
INXXX077	INXXX077	FBbt:20010862	adult INXXX077 neuron			
INXXX078	INXXX078	FBbt:20010863	adult INXXX078 neuron			
INXXX083	INXXX083	FBbt:20010864	adult INXXX083 neuron			
INXXX084	INXXX084	FBbt:20010865	adult INXXX084 neuron			
INXXX087	INXXX087	FBbt:20010866	adult INXXX087 neuron			
INXXX089	INXXX089	FBbt:20010867	adult INXXX089 neuron			
INXXX091	INXXX091	FBbt:20010868	adult INXXX091 neuron			
INXXX095	INXXX095	FBbt:20010869	adult INXXX095 neuron			
INXXX096	INXXX096	FBbt:20010870	adult INXXX096 neuron			
INXXX100	INXXX100	FBbt:20010871	adult INXXX100 neuron			
INXXX101	INXXX101	FBbt:20010872	adult INXXX101 neuron			
INXXX104	INXXX104	FBbt:20010873	adult INXXX104 neuron			
INXXX107	INXXX107	FBbt:20010874	adult INXXX107 neuron			
INXXX110	INXXX110	FBbt:20010875	adult INXXX110 neuron			
INXXX111	INXXX111	FBbt:20010876	adult INXXX111 neuron			
INXXX112	INXXX112	FBbt:20010877	adult INXXX112 neuron			
INXXX114	INXXX114	FBbt:20010878	adult INXXX114 neuron			
INXXX115	INXXX115	FBbt:20010879	adult INXXX115 neuron			
INXXX119	INXXX119	FBbt:20010880	adult INXXX119 neuron			
INXXX121	INXXX121	FBbt:20010881	adult INXXX121 neuron			
INXXX122	INXXX122	FBbt:20010882	adult INXXX122 neuron			
INXXX124	INXXX124	FBbt:20010883	adult INXXX124 neuron			
INXXX126	INXXX126	FBbt:20010884	adult INXXX126 neuron			
INXXX129	INXXX129	FBbt:20010885	adult INXXX129 neuron			
INXXX133	INXXX133	FBbt:20010886	adult INXXX133 neuron			
INXXX134	INXXX134	FBbt:20010887	adult INXXX134 neuron			
INXXX135	INXXX135	FBbt:20010888	adult INXXX135 neuron			
INXXX137	INXXX137	FBbt:20010889	adult INXXX137 neuron			
INXXX138	INXXX138	FBbt:20010890	adult INXXX138 neuron			
INXXX140	INXXX140	FBbt:20010891	adult INXXX140 neuron			
INXXX142	INXXX142	FBbt:20010892	adult INXXX142 neuron			
INXXX143	INXXX143	FBbt:20010893	adult INXXX143 neuron			
INXXX146	INXXX146	FBbt:20010894	adult INXXX146 neuron			
INXXX147	INXXX147	FBbt:20010895	adult INXXX147 neuron			
INXXX149	INXXX149	FBbt:20010896	adult INXXX149 neuron			
INXXX153	INXXX153	FBbt:20010897	adult INXXX153 neuron			
INXXX158	INXXX158	FBbt:20010898	adult INXXX158 neuron			
INXXX159	INXXX159	FBbt:20010899	adult INXXX159 neuron			
INXXX161	INXXX161	FBbt:20010900	adult INXXX161 neuron			
INXXX167	INXXX167	FBbt:20010901	adult INXXX167 neuron			
INXXX173	INXXX173	FBbt:20010902	adult INXXX173 neuron			
INXXX179	INXXX179	FBbt:20010903	adult INXXX179 neuron			
INXXX180	INXXX180	FBbt:20010904	adult INXXX180 neuron			
INXXX181	INXXX181	FBbt:20010905	adult INXXX181 neuron			
INXXX183	INXXX183	FBbt:20010906	adult INXXX183 neuron			
INXXX184	INXXX184	FBbt:20010907	adult INXXX184 neuron			
INXXX188	INXXX188	FBbt:20010908	adult INXXX188 neuron			
INXXX192	INXXX192	FBbt:20010909	adult INXXX192 neuron			
INXXX193	INXXX193	FBbt:20010910	adult INXXX193 neuron			
INXXX194	INXXX194	FBbt:20010911	adult INXXX194 neuron			
INXXX197	INXXX197	FBbt:20010912	adult INXXX197 neuron			
INXXX198	INXXX198	FBbt:20010913	adult INXXX198 neuron			
INXXX199	INXXX199	FBbt:20010914	adult INXXX199 neuron			
INXXX201	INXXX201	FBbt:20010915	adult INXXX201 neuron			
INXXX204	INXXX204	FBbt:20010916	adult INXXX204 neuron			
INXXX206	INXXX206	FBbt:20010917	adult INXXX206 neuron			
INXXX209	INXXX209	FBbt:20010918	adult INXXX209 neuron			
INXXX211	INXXX211	FBbt:20010919	adult INXXX211 neuron			
INXXX212	INXXX212	FBbt:20010920	adult INXXX212 neuron			
INXXX213	INXXX213	FBbt:20010921	adult INXXX213 neuron			
INXXX215	INXXX215	FBbt:20010922	adult INXXX215 neuron			
INXXX216	INXXX216	FBbt:20010923	adult INXXX216 neuron			
INXXX217	INXXX217	FBbt:20010924	adult INXXX217 neuron			
INXXX219	INXXX219	FBbt:20010925	adult INXXX219 neuron			
INXXX220	INXXX220	FBbt:20010926	adult INXXX220 neuron			
INXXX221	INXXX221	FBbt:20010927	adult INXXX221 neuron			
INXXX223	INXXX223	FBbt:20010928	adult INXXX223 neuron			
INXXX224	INXXX224	FBbt:20010929	adult INXXX224 neuron			
INXXX225	INXXX225	FBbt:20010930	adult INXXX225 neuron			
INXXX227	INXXX227	FBbt:20010931	adult INXXX227 neuron			
INXXX228	INXXX228	FBbt:20010932	adult INXXX228 neuron			
INXXX230	INXXX230	FBbt:20010933	adult INXXX230 neuron			
INXXX231	INXXX231	FBbt:20010934	adult INXXX231 neuron			
INXXX232	INXXX232	FBbt:20010935	adult INXXX232 neuron			
INXXX233	INXXX233	FBbt:20010936	adult INXXX233 neuron			
INXXX234	INXXX234	FBbt:20010937	adult INXXX234 neuron			
INXXX235	INXXX235	FBbt:20010938	adult INXXX235 neuron			
INXXX237	INXXX237	FBbt:20010939	adult INXXX237 neuron			
INXXX238	INXXX238	FBbt:20010940	adult INXXX238 neuron			
INXXX239	INXXX239	FBbt:20010941	adult INXXX239 neuron			
INXXX240	INXXX240	FBbt:20010942	adult INXXX240 neuron			
INXXX241	INXXX241	FBbt:20010943	adult INXXX241 neuron			
INXXX242	INXXX242	FBbt:20010944	adult INXXX242 neuron			
INXXX243	INXXX243	FBbt:20010945	adult INXXX243 neuron			
INXXX244	INXXX244	FBbt:20010946	adult INXXX244 neuron			
INXXX245	INXXX245	FBbt:20010947	adult INXXX245 neuron			
INXXX246	INXXX246	FBbt:20010948	adult INXXX246 neuron			
INXXX247	INXXX247	FBbt:20010949	adult INXXX247 neuron			
INXXX249	INXXX249	FBbt:20010950	adult INXXX249 neuron			
INXXX251	INXXX251	FBbt:20010951	adult INXXX251 neuron			
INXXX252	INXXX252	FBbt:20010952	adult INXXX252 neuron			
INXXX253	INXXX253	FBbt:20010953	adult INXXX253 neuron			
INXXX256	INXXX256	FBbt:20010954	adult INXXX256 neuron			
INXXX257	INXXX257	FBbt:20010955	adult INXXX257 neuron			
INXXX258	INXXX258	FBbt:20010956	adult INXXX258 neuron			
INXXX260	INXXX260	FBbt:20010957	adult INXXX260 neuron			
INXXX261	INXXX261	FBbt:20010958	adult INXXX261 neuron			
INXXX262	INXXX262	FBbt:20010959	adult INXXX262 neuron			
INXXX263	INXXX263	FBbt:20010960	adult INXXX263 neuron			
INXXX265	INXXX265	FBbt:20010961	adult INXXX265 neuron			
INXXX266	INXXX266	FBbt:20010962	adult INXXX266 neuron			
INXXX267	INXXX267	FBbt:20010963	adult INXXX267 neuron			
INXXX268	INXXX268	FBbt:20010964	adult INXXX268 neuron			
INXXX269	INXXX269	FBbt:20010965	adult INXXX269 neuron			
INXXX270	INXXX270	FBbt:20010966	adult INXXX270 neuron			
INXXX271	INXXX271	FBbt:20010967	adult INXXX271 neuron			
INXXX273	INXXX273	FBbt:20010968	adult INXXX273 neuron			
INXXX275	INXXX275	FBbt:20010969	adult INXXX275 neuron			
INXXX276	INXXX276	FBbt:20010970	adult INXXX276 neuron			
INXXX279	INXXX279	FBbt:20010971	adult INXXX279 neuron			
INXXX280	INXXX280	FBbt:20010972	adult INXXX280 neuron			
INXXX281	INXXX281	FBbt:20010973	adult INXXX281 neuron			
INXXX282	INXXX282	FBbt:20010974	adult INXXX282 neuron			
INXXX283	INXXX283	FBbt:20010975	adult INXXX283 neuron			
INXXX284	INXXX284	FBbt:20010976	adult INXXX284 neuron			
INXXX285	INXXX285	FBbt:20010977	adult INXXX285 neuron			
INXXX287	INXXX287	FBbt:20010978	adult INXXX287 neuron			
INXXX288	INXXX288	FBbt:20010979	adult INXXX288 neuron			
INXXX290	INXXX290	FBbt:20010980	adult INXXX290 neuron			
INXXX292	INXXX292	FBbt:20010981	adult INXXX292 neuron			
INXXX293	INXXX293	FBbt:20010982	adult INXXX293 neuron			
INXXX294	INXXX294	FBbt:20010983	adult INXXX294 neuron			
INXXX295	INXXX295	FBbt:20010984	adult INXXX295 neuron			
INXXX297	INXXX297	FBbt:20010985	adult INXXX297 neuron			
INXXX299	INXXX299	FBbt:20010986	adult INXXX299 neuron			
INXXX300	INXXX300	FBbt:20010987	adult INXXX300 neuron			
INXXX301	INXXX301	FBbt:20010988	adult INXXX301 neuron			
INXXX302	INXXX302	FBbt:20010989	adult INXXX302 neuron			
INXXX303	INXXX303	FBbt:20010990	adult INXXX303 neuron			
INXXX304	INXXX304	FBbt:20010991	adult INXXX304 neuron			
INXXX305	INXXX305	FBbt:20010992	adult INXXX305 neuron			
INXXX306	INXXX306	FBbt:20010993	adult INXXX306 neuron			
INXXX307	INXXX307	FBbt:20010994	adult INXXX307 neuron			
INXXX309	INXXX309	FBbt:20010995	adult INXXX309 neuron			
INXXX310	INXXX310	FBbt:20010996	adult INXXX310 neuron			
INXXX315	INXXX315	FBbt:20010997	adult INXXX315 neuron			
INXXX316	INXXX316	FBbt:20010998	adult INXXX316 neuron			
INXXX317	INXXX317	FBbt:20010999	adult INXXX317 neuron			
INXXX319	INXXX319	FBbt:20011000	adult INXXX319 neuron			
INXXX320	INXXX320	FBbt:20011001	adult INXXX320 neuron			
INXXX321	INXXX321	FBbt:20011002	adult INXXX321 neuron			
INXXX322	INXXX322	FBbt:20011003	adult INXXX322 neuron			
INXXX324	INXXX324	FBbt:20011004	adult INXXX324 neuron			
INXXX325	INXXX325	FBbt:20011005	adult INXXX325 neuron			
INXXX326	INXXX326	FBbt:20011006	adult INXXX326 neuron			
INXXX328	INXXX328	FBbt:20011007	adult INXXX328 neuron			
INXXX329	INXXX329	FBbt:20011008	adult INXXX329 neuron			
INXXX331	INXXX331	FBbt:20011009	adult INXXX331 neuron			
INXXX332	INXXX332	FBbt:20011010	adult INXXX332 neuron			
INXXX333	INXXX333	FBbt:20011011	adult INXXX333 neuron			
INXXX334	INXXX334	FBbt:20011012	adult INXXX334 neuron			
INXXX335	INXXX335	FBbt:20011013	adult INXXX335 neuron			
INXXX336	INXXX336	FBbt:20011014	adult INXXX336 neuron			
INXXX337	INXXX337	FBbt:20011015	adult INXXX337 neuron			
INXXX339	INXXX339	FBbt:20011016	adult INXXX339 neuron			
INXXX340	INXXX340	FBbt:20011017	adult INXXX340 neuron			
INXXX341	INXXX341	FBbt:20011018	adult INXXX341 neuron			
INXXX343	INXXX343	FBbt:20011019	adult INXXX343 neuron			
INXXX345	INXXX345	FBbt:20011020	adult INXXX345 neuron			
INXXX346	INXXX346	FBbt:20011021	adult INXXX346 neuron			
INXXX347	INXXX347	FBbt:20011022	adult INXXX347 neuron			
INXXX348	INXXX348	FBbt:20011023	adult INXXX348 neuron			
INXXX349	INXXX349	FBbt:20011024	adult INXXX349 neuron			
INXXX350	INXXX350	FBbt:20011025	adult INXXX350 neuron			
